Fecha diagnóstico;Edad;Medida;Valor;
21/01/2021;De 12 a 19 años; ;869;
21/01/2021;De 20 a 29 años; ;1002;
21/01/2021;De 30 a 39 años; ;1061;
21/01/2021;De 40 a 49 años; ;1370;
21/01/2021;De 50 a 59 años; ;1195;
21/01/2021;De 60 a 69 años; ;713;
21/01/2021;De 65 años; ;68;
21/01/2021;De 66 años; ;61;
21/01/2021;De 67 años; ;58;
21/01/2021;De 68 años; ;51;
21/01/2021;De 69 años; ;38;
21/01/2021;De 70 a 79 años; ;437;
21/01/2021;De 80 y más años; ;370;
20/01/2021;TOTAL; ;7668;
20/01/2021;De 0 a 4 años; ;222;
20/01/2021;De 5 a 11 años; ;512;
20/01/2021;De 12 a 19 años; ;780;
20/01/2021;De 20 a 29 años; ;979;
20/01/2021;De 30 a 39 años; ;1137;
20/01/2021;De 40 a 49 años; ;1305;
20/01/2021;De 50 a 59 años; ;1209;
20/01/2021;De 60 a 69 años; ;719;
20/01/2021;De 65 años; ;68;
20/01/2021;De 66 años; ;46;
20/01/2021;De 67 años; ;52;
20/01/2021;De 68 años; ;63;
20/01/2021;De 69 años; ;58;
20/01/2021;De 70 a 79 años; ;444;
20/01/2021;De 80 y más años; ;361;
19/01/2021;TOTAL; ;7615;
19/01/2021;De 0 a 4 años; ;261;
19/01/2021;De 5 a 11 años; ;481;
19/01/2021;De 12 a 19 años; ;793;
19/01/2021;De 20 a 29 años; ;1024;
19/01/2021;De 30 a 39 años; ;1067;
19/01/2021;De 40 a 49 años; ;1295;
19/01/2021;De 50 a 59 años; ;1195;
19/01/2021;De 60 a 69 años; ;679;
19/01/2021;De 65 años; ;64;
19/01/2021;De 66 años; ;64;
19/01/2021;De 67 años; ;59;
19/01/2021;De 68 años; ;58;
19/01/2021;De 69 años; ;47;
19/01/2021;De 70 a 79 años; ;434;
19/01/2021;De 80 y más años; ;385;
18/01/2021;TOTAL; ;6401;
18/01/2021;De 0 a 4 años; ;197;
18/01/2021;De 5 a 11 años; ;378;
18/01/2021;De 12 a 19 años; ;539;
18/01/2021;De 20 a 29 años; ;863;
18/01/2021;De 30 a 39 años; ;1006;
18/01/2021;De 40 a 49 años; ;1114;
18/01/2021;De 50 a 59 años; ;1030;
18/01/2021;De 60 a 69 años; ;587;
18/01/2021;De 65 años; ;48;
18/01/2021;De 66 años; ;39;
18/01/2021;De 67 años; ;47;
18/01/2021;De 68 años; ;51;
18/01/2021;De 69 años; ;34;
18/01/2021;De 70 a 79 años; ;359;
18/01/2021;De 80 y más años; ;327;
17/01/2021;TOTAL; ;3253;
17/01/2021;De 0 a 4 años; ;115;
17/01/2021;De 5 a 11 años; ;180;
17/01/2021;De 12 a 19 años; ;286;
17/01/2021;De 20 a 29 años; ;438;
17/01/2021;De 30 a 39 años; ;465;
17/01/2021;De 40 a 49 años; ;619;
17/01/2021;De 50 a 59 años; ;529;
17/01/2021;De 60 a 69 años; ;295;
17/01/2021;De 65 años; ;33;
17/01/2021;De 66 años; ;27;
17/01/2021;De 67 años; ;27;
17/01/2021;De 68 años; ;29;
17/01/2021;De 69 años; ;21;
17/01/2021;De 70 a 79 años; ;173;
17/01/2021;De 80 y más años; ;152;
16/01/2021;TOTAL; ;4312;
16/01/2021;De 0 a 4 años; ;140;
16/01/2021;De 5 a 11 años; ;237;
16/01/2021;De 12 a 19 años; ;427;
16/01/2021;De 20 a 29 años; ;652;
16/01/2021;De 30 a 39 años; ;609;
16/01/2021;De 40 a 49 años; ;719;
16/01/2021;De 50 a 59 años; ;685;
16/01/2021;De 60 a 69 años; ;413;
16/01/2021;De 65 años; ;44;
16/01/2021;De 66 años; ;41;
16/01/2021;De 67 años; ;31;
16/01/2021;De 68 años; ;35;
16/01/2021;De 69 años; ;15;
16/01/2021;De 70 a 79 años; ;231;
16/01/2021;De 80 y más años; ;199;
15/01/2021;TOTAL; ;7703;
15/01/2021;De 0 a 4 años; ;236;
15/01/2021;De 5 a 11 años; ;488;
15/01/2021;De 12 a 19 años; ;827;
15/01/2021;De 20 a 29 años; ;1150;
15/01/2021;De 30 a 39 años; ;1146;
15/01/2021;De 40 a 49 años; ;1285;
15/01/2021;De 50 a 59 años; ;1122;
15/01/2021;De 60 a 69 años; ;711;
15/01/2021;De 65 años; ;59;
15/01/2021;De 66 años; ;66;
15/01/2021;De 67 años; ;57;
15/01/2021;De 68 años; ;59;
15/01/2021;De 69 años; ;54;
15/01/2021;De 70 a 79 años; ;375;
15/01/2021;De 80 y más años; ;362;
14/01/2021;TOTAL; ;6727;
14/01/2021;De 0 a 4 años; ;188;
14/01/2021;De 5 a 11 años; ;390;
14/01/2021;De 12 a 19 años; ;694;
14/01/2021;De 20 a 29 años; ;1075;
14/01/2021;De 30 a 39 años; ;1009;
14/01/2021;De 40 a 49 años; ;1048;
14/01/2021;De 50 a 59 años; ;1039;
14/01/2021;De 60 a 69 años; ;622;
14/01/2021;De 65 años; ;62;
14/01/2021;De 66 años; ;44;
14/01/2021;De 67 años; ;56;
14/01/2021;De 68 años; ;49;
14/01/2021;De 69 años; ;38;
14/01/2021;De 70 a 79 años; ;344;
14/01/2021;De 80 y más años; ;318;
13/01/2021;TOTAL; ;6521;
13/01/2021;De 0 a 4 años; ;182;
13/01/2021;De 5 a 11 años; ;371;
13/01/2021;De 12 a 19 años; ;699;
13/01/2021;De 20 a 29 años; ;990;
13/01/2021;De 30 a 39 años; ;996;
13/01/2021;De 40 a 49 años; ;1072;
13/01/2021;De 50 a 59 años; ;967;
13/01/2021;De 60 a 69 años; ;583;
13/01/2021;De 65 años; ;64;
13/01/2021;De 66 años; ;45;
13/01/2021;De 67 años; ;51;
13/01/2021;De 68 años; ;39;
13/01/2021;De 69 años; ;40;
13/01/2021;De 70 a 79 años; ;355;
13/01/2021;De 80 y más años; ;306;
12/01/2021;TOTAL; ;6321;
12/01/2021;De 0 a 4 años; ;169;
12/01/2021;De 5 a 11 años; ;332;
12/01/2021;De 12 a 19 años; ;641;
12/01/2021;De 20 a 29 años; ;1039;
12/01/2021;De 30 a 39 años; ;937;
12/01/2021;De 40 a 49 años; ;1019;
12/01/2021;De 50 a 59 años; ;997;
12/01/2021;De 60 a 69 años; ;583;
12/01/2021;De 65 años; ;52;
12/01/2021;De 66 años; ;44;
12/01/2021;De 67 años; ;46;
12/01/2021;De 68 años; ;48;
12/01/2021;De 69 años; ;56;
12/01/2021;De 70 a 79 años; ;325;
12/01/2021;De 80 y más años; ;278;
11/01/2021;TOTAL; ;5079;
11/01/2021;De 0 a 4 años; ;105;
11/01/2021;De 5 a 11 años; ;256;
11/01/2021;De 12 a 19 años; ;476;
11/01/2021;De 20 a 29 años; ;877;
11/01/2021;De 30 a 39 años; ;810;
11/01/2021;De 40 a 49 años; ;882;
11/01/2021;De 50 a 59 años; ;746;
11/01/2021;De 60 a 69 años; ;457;
11/01/2021;De 65 años; ;47;
11/01/2021;De 66 años; ;39;
11/01/2021;De 67 años; ;33;
11/01/2021;De 68 años; ;31;
11/01/2021;De 69 años; ;30;
11/01/2021;De 70 a 79 años; ;276;
11/01/2021;De 80 y más años; ;192;
10/01/2021;TOTAL; ;2128;
10/01/2021;De 0 a 4 años; ;65;
10/01/2021;De 5 a 11 años; ;81;
10/01/2021;De 12 a 19 años; ;192;
10/01/2021;De 20 a 29 años; ;338;
10/01/2021;De 30 a 39 años; ;365;
10/01/2021;De 40 a 49 años; ;370;
10/01/2021;De 50 a 59 años; ;315;
10/01/2021;De 60 a 69 años; ;196;
10/01/2021;De 65 años; ;12;
10/01/2021;De 66 años; ;11;
10/01/2021;De 67 años; ;19;
10/01/2021;De 68 años; ;9;
10/01/2021;De 69 años; ;17;
10/01/2021;De 70 a 79 años; ;104;
10/01/2021;De 80 y más años; ;102;
09/01/2021;TOTAL; ;3318;
09/01/2021;De 0 a 4 años; ;72;
09/01/2021;De 5 a 11 años; ;196;
09/01/2021;De 12 a 19 años; ;284;
09/01/2021;De 20 a 29 años; ;592;
09/01/2021;De 30 a 39 años; ;523;
09/01/2021;De 40 a 49 años; ;504;
09/01/2021;De 50 a 59 años; ;531;
09/01/2021;De 60 a 69 años; ;310;
09/01/2021;De 65 años; ;30;
09/01/2021;De 66 años; ;27;
09/01/2021;De 67 años; ;23;
09/01/2021;De 68 años; ;26;
09/01/2021;De 69 años; ;24;
09/01/2021;De 70 a 79 años; ;159;
09/01/2021;De 80 y más años; ;146;
08/01/2021;TOTAL; ;4481;
08/01/2021;De 0 a 4 años; ;112;
08/01/2021;De 5 a 11 años; ;239;
08/01/2021;De 12 a 19 años; ;439;
08/01/2021;De 20 a 29 años; ;723;
08/01/2021;De 30 a 39 años; ;675;
08/01/2021;De 40 a 49 años; ;820;
08/01/2021;De 50 a 59 años; ;660;
08/01/2021;De 60 a 69 años; ;402;
08/01/2021;De 65 años; ;36;
08/01/2021;De 66 años; ;22;
08/01/2021;De 67 años; ;24;
08/01/2021;De 68 años; ;28;
08/01/2021;De 69 años; ;42;
08/01/2021;De 70 a 79 años; ;197;
08/01/2021;De 80 y más años; ;209;
07/01/2021;TOTAL; ;3256;
07/01/2021;De 0 a 4 años; ;60;
07/01/2021;De 5 a 11 años; ;160;
07/01/2021;De 12 a 19 años; ;318;
07/01/2021;De 20 a 29 años; ;602;
07/01/2021;De 30 a 39 años; ;504;
07/01/2021;De 40 a 49 años; ;564;
07/01/2021;De 50 a 59 años; ;489;
07/01/2021;De 60 a 69 años; ;276;
07/01/2021;De 65 años; ;33;
07/01/2021;De 66 años; ;22;
07/01/2021;De 67 años; ;16;
07/01/2021;De 68 años; ;24;
07/01/2021;De 69 años; ;28;
07/01/2021;De 70 a 79 años; ;155;
07/01/2021;De 80 y más años; ;128;
06/01/2021;TOTAL; ;1913;
06/01/2021;De 0 a 4 años; ;38;
06/01/2021;De 5 a 11 años; ;78;
06/01/2021;De 12 a 19 años; ;171;
06/01/2021;De 20 a 29 años; ;343;
06/01/2021;De 30 a 39 años; ;273;
06/01/2021;De 40 a 49 años; ;304;
06/01/2021;De 50 a 59 años; ;268;
06/01/2021;De 60 a 69 años; ;189;
06/01/2021;De 65 años; ;20;
06/01/2021;De 66 años; ;18;
06/01/2021;De 67 años; ;21;
06/01/2021;De 68 años; ;21;
06/01/2021;De 69 años; ;12;
06/01/2021;De 70 a 79 años; ;117;
06/01/2021;De 80 y más años; ;131;
05/01/2021;TOTAL; ;3412;
05/01/2021;De 0 a 4 años; ;78;
05/01/2021;De 5 a 11 años; ;180;
05/01/2021;De 12 a 19 años; ;330;
05/01/2021;De 20 a 29 años; ;592;
05/01/2021;De 30 a 39 años; ;590;
05/01/2021;De 40 a 49 años; ;566;
05/01/2021;De 50 a 59 años; ;488;
05/01/2021;De 60 a 69 años; ;288;
05/01/2021;De 65 años; ;27;
05/01/2021;De 66 años; ;26;
05/01/2021;De 67 años; ;20;
05/01/2021;De 68 años; ;27;
05/01/2021;De 69 años; ;20;
05/01/2021;De 70 a 79 años; ;173;
05/01/2021;De 80 y más años; ;126;
04/01/2021;TOTAL; ;2462;
04/01/2021;De 0 a 4 años; ;54;
04/01/2021;De 5 a 11 años; ;121;
04/01/2021;De 12 a 19 años; ;229;
04/01/2021;De 20 a 29 años; ;444;
04/01/2021;De 30 a 39 años; ;422;
04/01/2021;De 40 a 49 años; ;407;
04/01/2021;De 50 a 59 años; ;358;
04/01/2021;De 60 a 69 años; ;199;
04/01/2021;De 65 años; ;16;
04/01/2021;De 66 años; ;24;
04/01/2021;De 67 años; ;18;
04/01/2021;De 68 años; ;18;
04/01/2021;De 69 años; ;8;
04/01/2021;De 70 a 79 años; ;116;
04/01/2021;De 80 y más años; ;109;
03/01/2021;TOTAL; ;1110;
03/01/2021;De 0 a 4 años; ;18;
03/01/2021;De 5 a 11 años; ;55;
03/01/2021;De 12 a 19 años; ;118;
03/01/2021;De 20 a 29 años; ;172;
03/01/2021;De 30 a 39 años; ;208;
03/01/2021;De 40 a 49 años; ;176;
03/01/2021;De 50 a 59 años; ;166;
03/01/2021;De 60 a 69 años; ;101;
03/01/2021;De 65 años; ;7;
03/01/2021;De 66 años; ;9;
03/01/2021;De 67 años; ;9;
03/01/2021;De 68 años; ;9;
03/01/2021;De 69 años; ;2;
03/01/2021;De 70 a 79 años; ;56;
03/01/2021;De 80 y más años; ;40;
02/01/2021;TOTAL; ;1111;
02/01/2021;De 0 a 4 años; ;17;
02/01/2021;De 5 a 11 años; ;46;
02/01/2021;De 12 a 19 años; ;99;
02/01/2021;De 20 a 29 años; ;173;
02/01/2021;De 30 a 39 años; ;179;
02/01/2021;De 40 a 49 años; ;196;
02/01/2021;De 50 a 59 años; ;182;
02/01/2021;De 60 a 69 años; ;111;
02/01/2021;De 65 años; ;11;
02/01/2021;De 66 años; ;8;
02/01/2021;De 67 años; ;14;
02/01/2021;De 68 años; ;7;
02/01/2021;De 69 años; ;6;
02/01/2021;De 70 a 79 años; ;63;
02/01/2021;De 80 y más años; ;45;
01/01/2021;TOTAL; ;818;
01/01/2021;De 0 a 4 años; ;24;
01/01/2021;De 5 a 11 años; ;38;
01/01/2021;De 12 a 19 años; ;59;
01/01/2021;De 20 a 29 años; ;150;
01/01/2021;De 30 a 39 años; ;144;
01/01/2021;De 40 a 49 años; ;138;
01/01/2021;De 50 a 59 años; ;108;
01/01/2021;De 60 a 69 años; ;75;
01/01/2021;De 65 años; ;8;
01/01/2021;De 66 años; ;12;
01/01/2021;De 67 años; ;4;
01/01/2021;De 68 años; ;5;
01/01/2021;De 69 años; ;4;
01/01/2021;De 70 a 79 años; ;40;
01/01/2021;De 80 y más años; ;42;
31/12/2020;TOTAL; ;1770;
31/12/2020;De 0 a 4 años; ;42;
31/12/2020;De 5 a 11 años; ;97;
31/12/2020;De 12 a 19 años; ;170;
31/12/2020;De 20 a 29 años; ;297;
31/12/2020;De 30 a 39 años; ;302;
31/12/2020;De 40 a 49 años; ;292;
31/12/2020;De 50 a 59 años; ;245;
31/12/2020;De 60 a 69 años; ;148;
31/12/2020;De 65 años; ;13;
31/12/2020;De 66 años; ;16;
31/12/2020;De 67 años; ;18;
31/12/2020;De 68 años; ;18;
31/12/2020;De 69 años; ;6;
31/12/2020;De 70 a 79 años; ;103;
31/12/2020;De 80 y más años; ;73;
30/12/2020;TOTAL; ;1988;
30/12/2020;De 0 a 4 años; ;54;
30/12/2020;De 5 a 11 años; ;105;
30/12/2020;De 12 a 19 años; ;165;
30/12/2020;De 20 a 29 años; ;344;
30/12/2020;De 30 a 39 años; ;334;
30/12/2020;De 40 a 49 años; ;330;
30/12/2020;De 50 a 59 años; ;273;
30/12/2020;De 60 a 69 años; ;188;
30/12/2020;De 65 años; ;23;
30/12/2020;De 66 años; ;18;
30/12/2020;De 67 años; ;17;
30/12/2020;De 68 años; ;15;
30/12/2020;De 69 años; ;15;
30/12/2020;De 70 a 79 años; ;114;
30/12/2020;De 80 y más años; ;80;
29/12/2020;TOTAL; ;1792;
29/12/2020;De 0 a 4 años; ;44;
29/12/2020;De 5 a 11 años; ;89;
29/12/2020;De 12 a 19 años; ;163;
29/12/2020;De 20 a 29 años; ;291;
29/12/2020;De 30 a 39 años; ;307;
29/12/2020;De 40 a 49 años; ;321;
29/12/2020;De 50 a 59 años; ;230;
29/12/2020;De 60 a 69 años; ;175;
29/12/2020;De 65 años; ;13;
29/12/2020;De 66 años; ;21;
29/12/2020;De 67 años; ;12;
29/12/2020;De 68 años; ;21;
29/12/2020;De 69 años; ;9;
29/12/2020;De 70 a 79 años; ;94;
29/12/2020;De 80 y más años; ;76;
28/12/2020;TOTAL; ;1265;
28/12/2020;De 0 a 4 años; ;29;
28/12/2020;De 5 a 11 años; ;63;
28/12/2020;De 12 a 19 años; ;92;
28/12/2020;De 20 a 29 años; ;191;
28/12/2020;De 30 a 39 años; ;214;
28/12/2020;De 40 a 49 años; ;233;
28/12/2020;De 50 a 59 años; ;202;
28/12/2020;De 60 a 69 años; ;118;
28/12/2020;De 65 años; ;14;
28/12/2020;De 66 años; ;6;
28/12/2020;De 67 años; ;14;
28/12/2020;De 68 años; ;9;
28/12/2020;De 69 años; ;10;
28/12/2020;De 70 a 79 años; ;81;
28/12/2020;De 80 y más años; ;42;
27/12/2020;TOTAL; ;551;
27/12/2020;De 0 a 4 años; ;14;
27/12/2020;De 5 a 11 años; ;34;
27/12/2020;De 12 a 19 años; ;44;
27/12/2020;De 20 a 29 años; ;91;
27/12/2020;De 30 a 39 años; ;95;
27/12/2020;De 40 a 49 años; ;83;
27/12/2020;De 50 a 59 años; ;87;
27/12/2020;De 60 a 69 años; ;49;
27/12/2020;De 65 años; ;8;
27/12/2020;De 66 años; ;1;
27/12/2020;De 67 años; ;8;
27/12/2020;De 68 años; ;1;
27/12/2020;De 69 años; ;3;
27/12/2020;De 70 a 79 años; ;26;
27/12/2020;De 80 y más años; ;28;
26/12/2020;TOTAL; ;578;
26/12/2020;De 0 a 4 años; ;12;
26/12/2020;De 5 a 11 años; ;21;
26/12/2020;De 12 a 19 años; ;53;
26/12/2020;De 20 a 29 años; ;81;
26/12/2020;De 30 a 39 años; ;104;
26/12/2020;De 40 a 49 años; ;95;
26/12/2020;De 50 a 59 años; ;98;
26/12/2020;De 60 a 69 años; ;50;
26/12/2020;De 65 años; ;5;
26/12/2020;De 66 años; ;6;
26/12/2020;De 67 años; ;2;
26/12/2020;De 68 años; ;2;
26/12/2020;De 69 años; ;2;
26/12/2020;De 70 a 79 años; ;33;
26/12/2020;De 80 y más años; ;31;
25/12/2020;TOTAL; ;435;
25/12/2020;De 0 a 4 años; ;10;
25/12/2020;De 5 a 11 años; ;24;
25/12/2020;De 12 a 19 años; ;29;
25/12/2020;De 20 a 29 años; ;68;
25/12/2020;De 30 a 39 años; ;76;
25/12/2020;De 40 a 49 años; ;73;
25/12/2020;De 50 a 59 años; ;61;
25/12/2020;De 60 a 69 años; ;42;
25/12/2020;De 65 años; ;5;
25/12/2020;De 66 años; ;2;
25/12/2020;De 67 años; ;4;
25/12/2020;De 68 años; ;6;
25/12/2020;De 69 años; ;3;
25/12/2020;De 70 a 79 años; ;31;
25/12/2020;De 80 y más años; ;21;
24/12/2020;TOTAL; ;940;
24/12/2020;De 0 a 4 años; ;33;
24/12/2020;De 5 a 11 años; ;63;
24/12/2020;De 12 a 19 años; ;68;
24/12/2020;De 20 a 29 años; ;139;
24/12/2020;De 30 a 39 años; ;160;
24/12/2020;De 40 a 49 años; ;167;
24/12/2020;De 50 a 59 años; ;150;
24/12/2020;De 60 a 69 años; ;70;
24/12/2020;De 65 años; ;10;
24/12/2020;De 66 años; ;10;
24/12/2020;De 67 años; ;6;
24/12/2020;De 68 años; ;4;
24/12/2020;De 69 años; ;8;
24/12/2020;De 70 a 79 años; ;44;
24/12/2020;De 80 y más años; ;46;
23/12/2020;TOTAL; ;1314;
23/12/2020;De 0 a 4 años; ;40;
23/12/2020;De 5 a 11 años; ;63;
23/12/2020;De 12 a 19 años; ;135;
23/12/2020;De 20 a 29 años; ;185;
23/12/2020;De 30 a 39 años; ;206;
23/12/2020;De 40 a 49 años; ;206;
23/12/2020;De 50 a 59 años; ;191;
23/12/2020;De 60 a 69 años; ;132;
23/12/2020;De 65 años; ;15;
23/12/2020;De 66 años; ;14;
23/12/2020;De 67 años; ;13;
23/12/2020;De 68 años; ;8;
23/12/2020;De 69 años; ;12;
23/12/2020;De 70 a 79 años; ;80;
23/12/2020;De 80 y más años; ;74;
22/12/2020;TOTAL; ;1155;
22/12/2020;De 0 a 4 años; ;42;
22/12/2020;De 5 a 11 años; ;84;
22/12/2020;De 12 a 19 años; ;98;
22/12/2020;De 20 a 29 años; ;142;
22/12/2020;De 30 a 39 años; ;181;
22/12/2020;De 40 a 49 años; ;169;
22/12/2020;De 50 a 59 años; ;181;
22/12/2020;De 60 a 69 años; ;112;
22/12/2020;De 65 años; ;17;
22/12/2020;De 66 años; ;7;
22/12/2020;De 67 años; ;14;
22/12/2020;De 68 años; ;9;
22/12/2020;De 69 años; ;10;
22/12/2020;De 70 a 79 años; ;72;
22/12/2020;De 80 y más años; ;74;
21/12/2020;TOTAL; ;910;
21/12/2020;De 0 a 4 años; ;34;
21/12/2020;De 5 a 11 años; ;50;
21/12/2020;De 12 a 19 años; ;83;
21/12/2020;De 20 a 29 años; ;134;
21/12/2020;De 30 a 39 años; ;143;
21/12/2020;De 40 a 49 años; ;156;
21/12/2020;De 50 a 59 años; ;144;
21/12/2020;De 60 a 69 años; ;72;
21/12/2020;De 65 años; ;9;
21/12/2020;De 66 años; ;10;
21/12/2020;De 67 años; ;5;
21/12/2020;De 68 años; ;6;
21/12/2020;De 69 años; ;5;
21/12/2020;De 70 a 79 años; ;56;
21/12/2020;De 80 y más años; ;37;
20/12/2020;TOTAL; ;335;
20/12/2020;De 0 a 4 años; ;9;
20/12/2020;De 5 a 11 años; ;17;
20/12/2020;De 12 a 19 años; ;20;
20/12/2020;De 20 a 29 años; ;28;
20/12/2020;De 30 a 39 años; ;62;
20/12/2020;De 40 a 49 años; ;63;
20/12/2020;De 50 a 59 años; ;55;
20/12/2020;De 60 a 69 años; ;31;
20/12/2020;De 65 años; ;6;
20/12/2020;De 67 años; ;1;
20/12/2020;De 68 años; ;3;
20/12/2020;De 69 años; ;1;
20/12/2020;De 70 a 79 años; ;21;
20/12/2020;De 80 y más años; ;29;
19/12/2020;TOTAL; ;682;
19/12/2020;De 0 a 4 años; ;21;
19/12/2020;De 5 a 11 años; ;45;
19/12/2020;De 12 a 19 años; ;62;
19/12/2020;De 20 a 29 años; ;88;
19/12/2020;De 30 a 39 años; ;131;
19/12/2020;De 40 a 49 años; ;113;
19/12/2020;De 50 a 59 años; ;97;
19/12/2020;De 60 a 69 años; ;57;
19/12/2020;De 65 años; ;7;
19/12/2020;De 66 años; ;8;
19/12/2020;De 67 años; ;2;
19/12/2020;De 68 años; ;3;
19/12/2020;De 69 años; ;4;
19/12/2020;De 70 a 79 años; ;31;
19/12/2020;De 80 y más años; ;37;
18/12/2020;TOTAL; ;1180;
18/12/2020;De 0 a 4 años; ;48;
18/12/2020;De 5 a 11 años; ;84;
18/12/2020;De 12 a 19 años; ;104;
18/12/2020;De 20 a 29 años; ;144;
18/12/2020;De 30 a 39 años; ;184;
18/12/2020;De 40 a 49 años; ;205;
18/12/2020;De 50 a 59 años; ;180;
18/12/2020;De 60 a 69 años; ;114;
18/12/2020;De 65 años; ;12;
18/12/2020;De 66 años; ;6;
18/12/2020;De 67 años; ;10;
18/12/2020;De 68 años; ;8;
18/12/2020;De 69 años; ;7;
18/12/2020;De 70 a 79 años; ;80;
18/12/2020;De 80 y más años; ;37;
17/12/2020;TOTAL; ;1108;
17/12/2020;De 0 a 4 años; ;23;
17/12/2020;De 5 a 11 años; ;74;
17/12/2020;De 12 a 19 años; ;133;
17/12/2020;De 20 a 29 años; ;137;
17/12/2020;De 30 a 39 años; ;162;
17/12/2020;De 40 a 49 años; ;196;
17/12/2020;De 50 a 59 años; ;133;
17/12/2020;De 60 a 69 años; ;113;
17/12/2020;De 65 años; ;8;
17/12/2020;De 66 años; ;10;
17/12/2020;De 67 años; ;10;
17/12/2020;De 68 años; ;7;
17/12/2020;De 69 años; ;12;
17/12/2020;De 70 a 79 años; ;68;
17/12/2020;De 80 y más años; ;69;
16/12/2020;TOTAL; ;1176;
16/12/2020;De 0 a 4 años; ;37;
16/12/2020;De 5 a 11 años; ;79;
16/12/2020;De 12 a 19 años; ;132;
16/12/2020;De 20 a 29 años; ;158;
16/12/2020;De 30 a 39 años; ;165;
16/12/2020;De 40 a 49 años; ;204;
16/12/2020;De 50 a 59 años; ;172;
16/12/2020;De 60 a 69 años; ;109;
16/12/2020;De 65 años; ;6;
16/12/2020;De 66 años; ;11;
16/12/2020;De 67 años; ;5;
16/12/2020;De 68 años; ;14;
16/12/2020;De 69 años; ;7;
16/12/2020;De 70 a 79 años; ;68;
16/12/2020;De 80 y más años; ;50;
15/12/2020;TOTAL; ;1341;
15/12/2020;De 0 a 4 años; ;44;
15/12/2020;De 5 a 11 años; ;107;
15/12/2020;De 12 a 19 años; ;146;
15/12/2020;De 20 a 29 años; ;188;
15/12/2020;De 30 a 39 años; ;169;
15/12/2020;De 40 a 49 años; ;212;
15/12/2020;De 50 a 59 años; ;191;
15/12/2020;De 60 a 69 años; ;114;
15/12/2020;De 65 años; ;9;
15/12/2020;De 66 años; ;9;
15/12/2020;De 67 años; ;13;
15/12/2020;De 68 años; ;10;
15/12/2020;De 69 años; ;8;
15/12/2020;De 70 a 79 años; ;90;
15/12/2020;De 80 y más años; ;80;
14/12/2020;TOTAL; ;917;
14/12/2020;De 0 a 4 años; ;21;
14/12/2020;De 5 a 11 años; ;56;
14/12/2020;De 12 a 19 años; ;76;
14/12/2020;De 20 a 29 años; ;120;
14/12/2020;De 30 a 39 años; ;146;
14/12/2020;De 40 a 49 años; ;177;
14/12/2020;De 50 a 59 años; ;134;
14/12/2020;De 60 a 69 años; ;81;
14/12/2020;De 65 años; ;10;
14/12/2020;De 66 años; ;10;
14/12/2020;De 67 años; ;6;
14/12/2020;De 68 años; ;7;
14/12/2020;De 69 años; ;3;
14/12/2020;De 70 a 79 años; ;45;
14/12/2020;De 80 y más años; ;61;
13/12/2020;TOTAL; ;416;
13/12/2020;De 0 a 4 años; ;8;
13/12/2020;De 5 a 11 años; ;21;
13/12/2020;De 12 a 19 años; ;39;
13/12/2020;De 20 a 29 años; ;51;
13/12/2020;De 30 a 39 años; ;61;
13/12/2020;De 40 a 49 años; ;85;
13/12/2020;De 50 a 59 años; ;63;
13/12/2020;De 60 a 69 años; ;33;
13/12/2020;De 65 años; ;2;
13/12/2020;De 66 años; ;5;
13/12/2020;De 67 años; ;5;
13/12/2020;De 69 años; ;1;
13/12/2020;De 70 a 79 años; ;39;
13/12/2020;De 80 y más años; ;16;
12/12/2020;TOTAL; ;822;
12/12/2020;De 0 a 4 años; ;21;
12/12/2020;De 5 a 11 años; ;59;
12/12/2020;De 12 a 19 años; ;75;
12/12/2020;De 20 a 29 años; ;98;
12/12/2020;De 30 a 39 años; ;111;
12/12/2020;De 40 a 49 años; ;154;
12/12/2020;De 50 a 59 años; ;138;
12/12/2020;De 60 a 69 años; ;67;
12/12/2020;De 65 años; ;9;
12/12/2020;De 66 años; ;4;
12/12/2020;De 67 años; ;4;
12/12/2020;De 68 años; ;7;
12/12/2020;De 69 años; ;8;
12/12/2020;De 70 a 79 años; ;52;
12/12/2020;De 80 y más años; ;46;
11/12/2020;TOTAL; ;1350;
11/12/2020;De 0 a 4 años; ;42;
11/12/2020;De 5 a 11 años; ;73;
11/12/2020;De 12 a 19 años; ;122;
11/12/2020;De 20 a 29 años; ;187;
11/12/2020;De 30 a 39 años; ;194;
11/12/2020;De 40 a 49 años; ;228;
11/12/2020;De 50 a 59 años; ;208;
11/12/2020;De 60 a 69 años; ;116;
11/12/2020;De 65 años; ;6;
11/12/2020;De 66 años; ;7;
11/12/2020;De 67 años; ;8;
11/12/2020;De 68 años; ;13;
11/12/2020;De 69 años; ;11;
11/12/2020;De 70 a 79 años; ;77;
11/12/2020;De 80 y más años; ;103;
10/12/2020;TOTAL; ;1298;
10/12/2020;De 0 a 4 años; ;39;
10/12/2020;De 5 a 11 años; ;76;
10/12/2020;De 12 a 19 años; ;128;
10/12/2020;De 20 a 29 años; ;157;
10/12/2020;De 30 a 39 años; ;189;
10/12/2020;De 40 a 49 años; ;261;
10/12/2020;De 50 a 59 años; ;202;
10/12/2020;De 60 a 69 años; ;112;
10/12/2020;De 65 años; ;16;
10/12/2020;De 66 años; ;9;
10/12/2020;De 67 años; ;7;
10/12/2020;De 68 años; ;8;
10/12/2020;De 69 años; ;7;
10/12/2020;De 70 a 79 años; ;82;
10/12/2020;De 80 y más años; ;51;
