Fecha diagnóstico;Edad;Medida;Valor;
05/03/2021;De 60 a 69 años; ;99;
05/03/2021;De 65 años; ;8;
05/03/2021;De 66 años; ;12;
05/03/2021;De 67 años; ;11;
05/03/2021;De 68 años; ;14;
05/03/2021;De 69 años; ;6;
05/03/2021;De 70 a 79 años; ;36;
05/03/2021;De 80 y más años; ;40;
04/03/2021;TOTAL; ;1145;
04/03/2021;De 0 a 4 años; ;63;
04/03/2021;De 5 a 11 años; ;94;
04/03/2021;De 12 a 19 años; ;132;
04/03/2021;De 20 a 29 años; ;129;
04/03/2021;De 30 a 39 años; ;157;
04/03/2021;De 40 a 49 años; ;202;
04/03/2021;De 50 a 59 años; ;161;
04/03/2021;De 60 a 69 años; ;104;
04/03/2021;De 65 años; ;12;
04/03/2021;De 66 años; ;8;
04/03/2021;De 67 años; ;7;
04/03/2021;De 68 años; ;11;
04/03/2021;De 69 años; ;6;
04/03/2021;De 70 a 79 años; ;60;
04/03/2021;De 80 y más años; ;43;
03/03/2021;TOTAL; ;1155;
03/03/2021;De 0 a 4 años; ;61;
03/03/2021;De 5 a 11 años; ;101;
03/03/2021;De 12 a 19 años; ;122;
03/03/2021;De 20 a 29 años; ;133;
03/03/2021;De 30 a 39 años; ;158;
03/03/2021;De 40 a 49 años; ;215;
03/03/2021;De 50 a 59 años; ;147;
03/03/2021;De 60 a 69 años; ;112;
03/03/2021;De 65 años; ;11;
03/03/2021;De 66 años; ;8;
03/03/2021;De 67 años; ;10;
03/03/2021;De 68 años; ;13;
03/03/2021;De 69 años; ;6;
03/03/2021;De 70 a 79 años; ;58;
03/03/2021;De 80 y más años; ;47;
02/03/2021;TOTAL; ;847;
02/03/2021;De 0 a 4 años; ;31;
02/03/2021;De 5 a 11 años; ;59;
02/03/2021;De 12 a 19 años; ;75;
02/03/2021;De 20 a 29 años; ;111;
02/03/2021;De 30 a 39 años; ;130;
02/03/2021;De 40 a 49 años; ;150;
02/03/2021;De 50 a 59 años; ;138;
02/03/2021;De 60 a 69 años; ;81;
02/03/2021;De 65 años; ;10;
02/03/2021;De 66 años; ;8;
02/03/2021;De 67 años; ;6;
02/03/2021;De 68 años; ;6;
02/03/2021;De 69 años; ;3;
02/03/2021;De 70 a 79 años; ;39;
02/03/2021;De 80 y más años; ;33;
01/03/2021;TOTAL; ;288;
01/03/2021;De 0 a 4 años; ;6;
01/03/2021;De 5 a 11 años; ;18;
01/03/2021;De 12 a 19 años; ;20;
01/03/2021;De 20 a 29 años; ;38;
01/03/2021;De 30 a 39 años; ;43;
01/03/2021;De 40 a 49 años; ;53;
01/03/2021;De 50 a 59 años; ;43;
01/03/2021;De 60 a 69 años; ;25;
01/03/2021;De 65 años; ;3;
01/03/2021;De 66 años; ;4;
01/03/2021;De 67 años; ;1;
01/03/2021;De 68 años; ;2;
01/03/2021;De 69 años; ;1;
01/03/2021;De 70 a 79 años; ;19;
01/03/2021;De 80 y más años; ;23;
28/02/2021;TOTAL; ;423;
28/02/2021;De 0 a 4 años; ;11;
28/02/2021;De 5 a 11 años; ;43;
28/02/2021;De 12 a 19 años; ;53;
28/02/2021;De 20 a 29 años; ;36;
28/02/2021;De 30 a 39 años; ;67;
28/02/2021;De 40 a 49 años; ;57;
28/02/2021;De 50 a 59 años; ;65;
28/02/2021;De 60 a 69 años; ;40;
28/02/2021;De 65 años; ;3;
28/02/2021;De 66 años; ;2;
28/02/2021;De 67 años; ;5;
28/02/2021;De 68 años; ;3;
28/02/2021;De 69 años; ;4;
28/02/2021;De 70 a 79 años; ;26;
28/02/2021;De 80 y más años; ;25;
27/02/2021;TOTAL; ;616;
27/02/2021;De 0 a 4 años; ;28;
27/02/2021;De 5 a 11 años; ;45;
27/02/2021;De 12 a 19 años; ;73;
27/02/2021;De 20 a 29 años; ;70;
27/02/2021;De 30 a 39 años; ;81;
27/02/2021;De 40 a 49 años; ;114;
27/02/2021;De 50 a 59 años; ;86;
27/02/2021;De 60 a 69 años; ;60;
27/02/2021;De 65 años; ;3;
27/02/2021;De 66 años; ;7;
27/02/2021;De 67 años; ;2;
27/02/2021;De 68 años; ;7;
27/02/2021;De 69 años; ;7;
27/02/2021;De 70 a 79 años; ;37;
27/02/2021;De 80 y más años; ;22;
26/02/2021;TOTAL; ;1110;
26/02/2021;De 0 a 4 años; ;49;
26/02/2021;De 5 a 11 años; ;88;
26/02/2021;De 12 a 19 años; ;107;
26/02/2021;De 20 a 29 años; ;166;
26/02/2021;De 30 a 39 años; ;144;
26/02/2021;De 40 a 49 años; ;184;
26/02/2021;De 50 a 59 años; ;151;
26/02/2021;De 60 a 69 años; ;112;
26/02/2021;De 65 años; ;10;
26/02/2021;De 66 años; ;8;
26/02/2021;De 67 años; ;7;
26/02/2021;De 68 años; ;11;
26/02/2021;De 69 años; ;7;
26/02/2021;De 70 a 79 años; ;61;
26/02/2021;De 80 y más años; ;48;
25/02/2021;TOTAL; ;1016;
25/02/2021;De 0 a 4 años; ;41;
25/02/2021;De 5 a 11 años; ;86;
25/02/2021;De 12 a 19 años; ;101;
25/02/2021;De 20 a 29 años; ;132;
25/02/2021;De 30 a 39 años; ;145;
25/02/2021;De 40 a 49 años; ;176;
25/02/2021;De 50 a 59 años; ;144;
25/02/2021;De 60 a 69 años; ;107;
25/02/2021;De 65 años; ;5;
25/02/2021;De 66 años; ;5;
25/02/2021;De 67 años; ;8;
25/02/2021;De 68 años; ;11;
25/02/2021;De 69 años; ;7;
25/02/2021;De 70 a 79 años; ;47;
25/02/2021;De 80 y más años; ;37;
24/02/2021;TOTAL; ;1077;
24/02/2021;De 0 a 4 años; ;44;
24/02/2021;De 5 a 11 años; ;83;
24/02/2021;De 12 a 19 años; ;138;
24/02/2021;De 20 a 29 años; ;109;
24/02/2021;De 30 a 39 años; ;165;
24/02/2021;De 40 a 49 años; ;201;
24/02/2021;De 50 a 59 años; ;140;
24/02/2021;De 60 a 69 años; ;104;
24/02/2021;De 65 años; ;13;
24/02/2021;De 66 años; ;13;
24/02/2021;De 67 años; ;10;
24/02/2021;De 68 años; ;4;
24/02/2021;De 69 años; ;7;
24/02/2021;De 70 a 79 años; ;57;
24/02/2021;De 80 y más años; ;34;
23/02/2021;TOTAL; ;1131;
23/02/2021;De 0 a 4 años; ;45;
23/02/2021;De 5 a 11 años; ;96;
23/02/2021;De 12 a 19 años; ;105;
23/02/2021;De 20 a 29 años; ;142;
23/02/2021;De 30 a 39 años; ;159;
23/02/2021;De 40 a 49 años; ;181;
23/02/2021;De 50 a 59 años; ;168;
23/02/2021;De 60 a 69 años; ;105;
23/02/2021;De 65 años; ;13;
23/02/2021;De 66 años; ;7;
23/02/2021;De 67 años; ;9;
23/02/2021;De 68 años; ;9;
23/02/2021;De 69 años; ;8;
23/02/2021;De 70 a 79 años; ;75;
23/02/2021;De 80 y más años; ;55;
22/02/2021;TOTAL; ;1022;
22/02/2021;De 0 a 4 años; ;38;
22/02/2021;De 5 a 11 años; ;68;
22/02/2021;De 12 a 19 años; ;106;
22/02/2021;De 20 a 29 años; ;106;
22/02/2021;De 30 a 39 años; ;148;
22/02/2021;De 40 a 49 años; ;193;
22/02/2021;De 50 a 59 años; ;148;
22/02/2021;De 60 a 69 años; ;91;
22/02/2021;De 65 años; ;3;
22/02/2021;De 66 años; ;11;
22/02/2021;De 67 años; ;10;
22/02/2021;De 68 años; ;10;
22/02/2021;De 69 años; ;7;
22/02/2021;De 70 a 79 años; ;66;
22/02/2021;De 80 y más años; ;58;
21/02/2021;TOTAL; ;360;
21/02/2021;De 0 a 4 años; ;10;
21/02/2021;De 5 a 11 años; ;18;
21/02/2021;De 12 a 19 años; ;38;
21/02/2021;De 20 a 29 años; ;31;
21/02/2021;De 30 a 39 años; ;63;
21/02/2021;De 40 a 49 años; ;63;
21/02/2021;De 50 a 59 años; ;56;
21/02/2021;De 60 a 69 años; ;29;
21/02/2021;De 65 años; ;1;
21/02/2021;De 66 años; ;3;
21/02/2021;De 67 años; ;3;
21/02/2021;De 68 años; ;1;
21/02/2021;De 69 años; ;2;
21/02/2021;De 70 a 79 años; ;26;
21/02/2021;De 80 y más años; ;26;
20/02/2021;TOTAL; ;759;
20/02/2021;De 0 a 4 años; ;43;
20/02/2021;De 5 a 11 años; ;88;
20/02/2021;De 12 a 19 años; ;75;
20/02/2021;De 20 a 29 años; ;79;
20/02/2021;De 30 a 39 años; ;100;
20/02/2021;De 40 a 49 años; ;127;
20/02/2021;De 50 a 59 años; ;106;
20/02/2021;De 60 a 69 años; ;76;
20/02/2021;De 65 años; ;6;
20/02/2021;De 66 años; ;9;
20/02/2021;De 67 años; ;5;
20/02/2021;De 68 años; ;6;
20/02/2021;De 69 años; ;7;
20/02/2021;De 70 a 79 años; ;43;
20/02/2021;De 80 y más años; ;22;
19/02/2021;TOTAL; ;1357;
19/02/2021;De 0 a 4 años; ;81;
19/02/2021;De 5 a 11 años; ;120;
19/02/2021;De 12 a 19 años; ;159;
19/02/2021;De 20 a 29 años; ;147;
19/02/2021;De 30 a 39 años; ;198;
19/02/2021;De 40 a 49 años; ;222;
19/02/2021;De 50 a 59 años; ;167;
19/02/2021;De 60 a 69 años; ;106;
19/02/2021;De 65 años; ;15;
19/02/2021;De 66 años; ;10;
19/02/2021;De 67 años; ;7;
19/02/2021;De 68 años; ;10;
19/02/2021;De 69 años; ;4;
19/02/2021;De 70 a 79 años; ;94;
19/02/2021;De 80 y más años; ;62;
18/02/2021;TOTAL; ;1536;
18/02/2021;De 0 a 4 años; ;60;
18/02/2021;De 5 a 11 años; ;124;
18/02/2021;De 12 a 19 años; ;168;
18/02/2021;De 20 a 29 años; ;182;
18/02/2021;De 30 a 39 años; ;206;
18/02/2021;De 40 a 49 años; ;262;
18/02/2021;De 50 a 59 años; ;228;
18/02/2021;De 60 a 69 años; ;148;
18/02/2021;De 65 años; ;9;
18/02/2021;De 66 años; ;10;
18/02/2021;De 67 años; ;13;
18/02/2021;De 68 años; ;9;
18/02/2021;De 69 años; ;13;
18/02/2021;De 70 a 79 años; ;94;
18/02/2021;De 80 y más años; ;64;
17/02/2021;TOTAL; ;1590;
17/02/2021;De 0 a 4 años; ;66;
17/02/2021;De 5 a 11 años; ;127;
17/02/2021;De 12 a 19 años; ;200;
17/02/2021;De 20 a 29 años; ;193;
17/02/2021;De 30 a 39 años; ;217;
17/02/2021;De 40 a 49 años; ;271;
17/02/2021;De 50 a 59 años; ;232;
17/02/2021;De 60 a 69 años; ;129;
17/02/2021;De 65 años; ;8;
17/02/2021;De 66 años; ;17;
17/02/2021;De 67 años; ;15;
17/02/2021;De 68 años; ;10;
17/02/2021;De 69 años; ;11;
17/02/2021;De 70 a 79 años; ;78;
17/02/2021;De 80 y más años; ;77;
16/02/2021;TOTAL; ;1929;
16/02/2021;De 0 a 4 años; ;72;
16/02/2021;De 5 a 11 años; ;156;
16/02/2021;De 12 a 19 años; ;223;
16/02/2021;De 20 a 29 años; ;219;
16/02/2021;De 30 a 39 años; ;265;
16/02/2021;De 40 a 49 años; ;337;
16/02/2021;De 50 a 59 años; ;267;
16/02/2021;De 60 a 69 años; ;191;
16/02/2021;De 65 años; ;17;
16/02/2021;De 66 años; ;16;
16/02/2021;De 67 años; ;20;
16/02/2021;De 68 años; ;10;
16/02/2021;De 69 años; ;13;
16/02/2021;De 70 a 79 años; ;114;
16/02/2021;De 80 y más años; ;85;
15/02/2021;TOTAL; ;1432;
15/02/2021;De 0 a 4 años; ;59;
15/02/2021;De 5 a 11 años; ;91;
15/02/2021;De 12 a 19 años; ;156;
15/02/2021;De 20 a 29 años; ;167;
15/02/2021;De 30 a 39 años; ;202;
15/02/2021;De 40 a 49 años; ;218;
15/02/2021;De 50 a 59 años; ;233;
15/02/2021;De 60 a 69 años; ;147;
15/02/2021;De 65 años; ;12;
15/02/2021;De 66 años; ;13;
15/02/2021;De 67 años; ;19;
15/02/2021;De 68 años; ;17;
15/02/2021;De 69 años; ;19;
15/02/2021;De 70 a 79 años; ;100;
15/02/2021;De 80 y más años; ;55;
14/02/2021;TOTAL; ;723;
14/02/2021;De 0 a 4 años; ;33;
14/02/2021;De 5 a 11 años; ;59;
14/02/2021;De 12 a 19 años; ;55;
14/02/2021;De 20 a 29 años; ;71;
14/02/2021;De 30 a 39 años; ;90;
14/02/2021;De 40 a 49 años; ;139;
14/02/2021;De 50 a 59 años; ;116;
14/02/2021;De 60 a 69 años; ;73;
14/02/2021;De 65 años; ;8;
14/02/2021;De 66 años; ;5;
14/02/2021;De 67 años; ;3;
14/02/2021;De 68 años; ;5;
14/02/2021;De 69 años; ;5;
14/02/2021;De 70 a 79 años; ;48;
14/02/2021;De 80 y más años; ;39;
13/02/2021;TOTAL; ;1370;
13/02/2021;De 0 a 4 años; ;78;
13/02/2021;De 5 a 11 años; ;114;
13/02/2021;De 12 a 19 años; ;146;
13/02/2021;De 20 a 29 años; ;152;
13/02/2021;De 30 a 39 años; ;180;
13/02/2021;De 40 a 49 años; ;211;
13/02/2021;De 50 a 59 años; ;213;
13/02/2021;De 60 a 69 años; ;116;
13/02/2021;De 65 años; ;9;
13/02/2021;De 66 años; ;7;
13/02/2021;De 67 años; ;9;
13/02/2021;De 68 años; ;8;
13/02/2021;De 69 años; ;3;
13/02/2021;De 70 a 79 años; ;95;
13/02/2021;De 80 y más años; ;62;
12/02/2021;TOTAL; ;2381;
12/02/2021;De 0 a 4 años; ;97;
12/02/2021;De 5 a 11 años; ;198;
12/02/2021;De 12 a 19 años; ;286;
12/02/2021;De 20 a 29 años; ;258;
12/02/2021;De 30 a 39 años; ;313;
12/02/2021;De 40 a 49 años; ;409;
12/02/2021;De 50 a 59 años; ;351;
12/02/2021;De 60 a 69 años; ;232;
12/02/2021;De 65 años; ;19;
12/02/2021;De 66 años; ;18;
12/02/2021;De 67 años; ;21;
12/02/2021;De 68 años; ;23;
12/02/2021;De 69 años; ;15;
12/02/2021;De 70 a 79 años; ;129;
12/02/2021;De 80 y más años; ;108;
11/02/2021;TOTAL; ;2687;
11/02/2021;De 0 a 4 años; ;92;
11/02/2021;De 5 a 11 años; ;254;
11/02/2021;De 12 a 19 años; ;316;
11/02/2021;De 20 a 29 años; ;291;
11/02/2021;De 30 a 39 años; ;348;
11/02/2021;De 40 a 49 años; ;473;
11/02/2021;De 50 a 59 años; ;385;
11/02/2021;De 60 a 69 años; ;253;
11/02/2021;De 65 años; ;21;
11/02/2021;De 66 años; ;18;
11/02/2021;De 67 años; ;16;
11/02/2021;De 68 años; ;26;
11/02/2021;De 69 años; ;23;
11/02/2021;De 70 a 79 años; ;154;
11/02/2021;De 80 y más años; ;120;
10/02/2021;TOTAL; ;2867;
10/02/2021;De 0 a 4 años; ;136;
10/02/2021;De 5 a 11 años; ;235;
10/02/2021;De 12 a 19 años; ;339;
10/02/2021;De 20 a 29 años; ;315;
10/02/2021;De 30 a 39 años; ;396;
10/02/2021;De 40 a 49 años; ;482;
10/02/2021;De 50 a 59 años; ;419;
10/02/2021;De 60 a 69 años; ;240;
10/02/2021;De 65 años; ;15;
10/02/2021;De 66 años; ;22;
10/02/2021;De 67 años; ;26;
10/02/2021;De 68 años; ;20;
10/02/2021;De 69 años; ;25;
10/02/2021;De 70 a 79 años; ;173;
10/02/2021;De 80 y más años; ;132;
09/02/2021;TOTAL; ;3274;
09/02/2021;De 0 a 4 años; ;115;
09/02/2021;De 5 a 11 años; ;266;
09/02/2021;De 12 a 19 años; ;378;
09/02/2021;De 20 a 29 años; ;367;
09/02/2021;De 30 a 39 años; ;434;
09/02/2021;De 40 a 49 años; ;580;
09/02/2021;De 50 a 59 años; ;462;
09/02/2021;De 60 a 69 años; ;291;
09/02/2021;De 65 años; ;26;
09/02/2021;De 66 años; ;20;
09/02/2021;De 67 años; ;38;
09/02/2021;De 68 años; ;23;
09/02/2021;De 69 años; ;39;
09/02/2021;De 70 a 79 años; ;208;
09/02/2021;De 80 y más años; ;173;
08/02/2021;TOTAL; ;2431;
08/02/2021;De 0 a 4 años; ;102;
08/02/2021;De 5 a 11 años; ;212;
08/02/2021;De 12 a 19 años; ;252;
08/02/2021;De 20 a 29 años; ;243;
08/02/2021;De 30 a 39 años; ;344;
08/02/2021;De 40 a 49 años; ;453;
08/02/2021;De 50 a 59 años; ;354;
08/02/2021;De 60 a 69 años; ;218;
08/02/2021;De 65 años; ;15;
08/02/2021;De 66 años; ;18;
08/02/2021;De 67 años; ;14;
08/02/2021;De 68 años; ;24;
08/02/2021;De 69 años; ;18;
08/02/2021;De 70 a 79 años; ;150;
08/02/2021;De 80 y más años; ;103;
07/02/2021;TOTAL; ;1455;
07/02/2021;De 0 a 4 años; ;46;
07/02/2021;De 5 a 11 años; ;120;
07/02/2021;De 12 a 19 años; ;146;
07/02/2021;De 20 a 29 años; ;156;
07/02/2021;De 30 a 39 años; ;190;
07/02/2021;De 40 a 49 años; ;274;
07/02/2021;De 50 a 59 años; ;203;
07/02/2021;De 60 a 69 años; ;149;
07/02/2021;De 65 años; ;16;
07/02/2021;De 66 años; ;9;
07/02/2021;De 67 años; ;14;
07/02/2021;De 68 años; ;8;
07/02/2021;De 69 años; ;16;
07/02/2021;De 70 a 79 años; ;100;
07/02/2021;De 80 y más años; ;71;
06/02/2021;TOTAL; ;2733;
06/02/2021;De 0 a 4 años; ;118;
06/02/2021;De 5 a 11 años; ;204;
06/02/2021;De 12 a 19 años; ;288;
06/02/2021;De 20 a 29 años; ;307;
06/02/2021;De 30 a 39 años; ;336;
06/02/2021;De 40 a 49 años; ;516;
06/02/2021;De 50 a 59 años; ;410;
06/02/2021;De 60 a 69 años; ;261;
06/02/2021;De 65 años; ;29;
06/02/2021;De 66 años; ;22;
06/02/2021;De 67 años; ;24;
06/02/2021;De 68 años; ;21;
06/02/2021;De 69 años; ;13;
06/02/2021;De 70 a 79 años; ;150;
06/02/2021;De 80 y más años; ;142;
05/02/2021;TOTAL; ;4448;
05/02/2021;De 0 a 4 años; ;181;
05/02/2021;De 5 a 11 años; ;418;
05/02/2021;De 12 a 19 años; ;515;
05/02/2021;De 20 a 29 años; ;456;
05/02/2021;De 30 a 39 años; ;582;
05/02/2021;De 40 a 49 años; ;748;
05/02/2021;De 50 a 59 años; ;636;
05/02/2021;De 60 a 69 años; ;457;
05/02/2021;De 65 años; ;49;
05/02/2021;De 66 años; ;40;
05/02/2021;De 67 años; ;36;
05/02/2021;De 68 años; ;42;
05/02/2021;De 69 años; ;36;
05/02/2021;De 70 a 79 años; ;249;
05/02/2021;De 80 y más años; ;203;
04/02/2021;TOTAL; ;4834;
04/02/2021;De 0 a 4 años; ;168;
04/02/2021;De 5 a 11 años; ;365;
04/02/2021;De 12 a 19 años; ;603;
04/02/2021;De 20 a 29 años; ;515;
04/02/2021;De 30 a 39 años; ;604;
04/02/2021;De 40 a 49 años; ;841;
04/02/2021;De 50 a 59 años; ;755;
04/02/2021;De 60 a 69 años; ;462;
04/02/2021;De 65 años; ;53;
04/02/2021;De 66 años; ;35;
04/02/2021;De 67 años; ;38;
04/02/2021;De 68 años; ;36;
04/02/2021;De 69 años; ;22;
04/02/2021;De 70 a 79 años; ;312;
04/02/2021;De 80 y más años; ;209;
03/02/2021;TOTAL; ;5028;
03/02/2021;De 0 a 4 años; ;182;
03/02/2021;De 5 a 11 años; ;450;
03/02/2021;De 12 a 19 años; ;593;
03/02/2021;De 20 a 29 años; ;544;
03/02/2021;De 30 a 39 años; ;622;
03/02/2021;De 40 a 49 años; ;854;
03/02/2021;De 50 a 59 años; ;789;
03/02/2021;De 60 a 69 años; ;516;
03/02/2021;De 65 años; ;56;
03/02/2021;De 66 años; ;51;
03/02/2021;De 67 años; ;37;
03/02/2021;De 68 años; ;42;
03/02/2021;De 69 años; ;36;
03/02/2021;De 70 a 79 años; ;259;
03/02/2021;De 80 y más años; ;219;
02/02/2021;TOTAL; ;5133;
02/02/2021;De 0 a 4 años; ;195;
02/02/2021;De 5 a 11 años; ;417;
02/02/2021;De 12 a 19 años; ;586;
02/02/2021;De 20 a 29 años; ;522;
02/02/2021;De 30 a 39 años; ;660;
02/02/2021;De 40 a 49 años; ;899;
02/02/2021;De 50 a 59 años; ;788;
02/02/2021;De 60 a 69 años; ;514;
02/02/2021;De 65 años; ;50;
02/02/2021;De 66 años; ;47;
02/02/2021;De 67 años; ;41;
02/02/2021;De 68 años; ;53;
02/02/2021;De 69 años; ;38;
02/02/2021;De 70 a 79 años; ;320;
02/02/2021;De 80 y más años; ;231;
01/02/2021;TOTAL; ;4689;
01/02/2021;De 0 a 4 años; ;126;
01/02/2021;De 5 a 11 años; ;383;
01/02/2021;De 12 a 19 años; ;452;
01/02/2021;De 20 a 29 años; ;509;
01/02/2021;De 30 a 39 años; ;672;
01/02/2021;De 40 a 49 años; ;832;
01/02/2021;De 50 a 59 años; ;759;
01/02/2021;De 60 a 69 años; ;454;
01/02/2021;De 65 años; ;37;
01/02/2021;De 66 años; ;43;
01/02/2021;De 67 años; ;34;
01/02/2021;De 68 años; ;37;
01/02/2021;De 69 años; ;25;
01/02/2021;De 70 a 79 años; ;288;
01/02/2021;De 80 y más años; ;212;
31/01/2021;TOTAL; ;2793;
31/01/2021;De 0 a 4 años; ;104;
31/01/2021;De 5 a 11 años; ;218;
31/01/2021;De 12 a 19 años; ;266;
31/01/2021;De 20 a 29 años; ;279;
31/01/2021;De 30 a 39 años; ;398;
31/01/2021;De 40 a 49 años; ;537;
31/01/2021;De 50 a 59 años; ;448;
31/01/2021;De 60 a 69 años; ;276;
31/01/2021;De 65 años; ;27;
31/01/2021;De 66 años; ;24;
31/01/2021;De 67 años; ;21;
31/01/2021;De 68 años; ;16;
31/01/2021;De 69 años; ;21;
31/01/2021;De 70 a 79 años; ;154;
31/01/2021;De 80 y más años; ;113;
30/01/2021;TOTAL; ;4397;
30/01/2021;De 0 a 4 años; ;171;
30/01/2021;De 5 a 11 años; ;335;
30/01/2021;De 12 a 19 años; ;485;
30/01/2021;De 20 a 29 años; ;478;
30/01/2021;De 30 a 39 años; ;572;
30/01/2021;De 40 a 49 años; ;770;
30/01/2021;De 50 a 59 años; ;664;
30/01/2021;De 60 a 69 años; ;436;
30/01/2021;De 65 años; ;45;
30/01/2021;De 66 años; ;46;
30/01/2021;De 67 años; ;36;
30/01/2021;De 68 años; ;41;
30/01/2021;De 69 años; ;25;
30/01/2021;De 70 a 79 años; ;278;
30/01/2021;De 80 y más años; ;207;
29/01/2021;TOTAL; ;6452;
29/01/2021;De 0 a 4 años; ;224;
29/01/2021;De 5 a 11 años; ;490;
29/01/2021;De 12 a 19 años; ;712;
29/01/2021;De 20 a 29 años; ;676;
29/01/2021;De 30 a 39 años; ;924;
29/01/2021;De 40 a 49 años; ;1116;
29/01/2021;De 50 a 59 años; ;985;
29/01/2021;De 60 a 69 años; ;612;
29/01/2021;De 65 años; ;63;
29/01/2021;De 66 años; ;43;
29/01/2021;De 67 años; ;45;
29/01/2021;De 68 años; ;59;
29/01/2021;De 69 años; ;47;
29/01/2021;De 70 a 79 años; ;391;
29/01/2021;De 80 y más años; ;322;
28/01/2021;TOTAL; ;7051;
28/01/2021;De 0 a 4 años; ;239;
28/01/2021;De 5 a 11 años; ;539;
28/01/2021;De 12 a 19 años; ;815;
28/01/2021;De 20 a 29 años; ;803;
28/01/2021;De 30 a 39 años; ;938;
28/01/2021;De 40 a 49 años; ;1229;
28/01/2021;De 50 a 59 años; ;1106;
28/01/2021;De 60 a 69 años; ;683;
28/01/2021;De 65 años; ;63;
28/01/2021;De 66 años; ;57;
28/01/2021;De 67 años; ;55;
28/01/2021;De 68 años; ;59;
28/01/2021;De 69 años; ;36;
28/01/2021;De 70 a 79 años; ;412;
28/01/2021;De 80 y más años; ;285;
27/01/2021;TOTAL; ;7336;
27/01/2021;De 0 a 4 años; ;222;
27/01/2021;De 5 a 11 años; ;565;
27/01/2021;De 12 a 19 años; ;810;
27/01/2021;De 20 a 29 años; ;792;
27/01/2021;De 30 a 39 años; ;1055;
27/01/2021;De 40 a 49 años; ;1258;
27/01/2021;De 50 a 59 años; ;1161;
27/01/2021;De 60 a 69 años; ;730;
27/01/2021;De 65 años; ;69;
27/01/2021;De 66 años; ;51;
27/01/2021;De 67 años; ;61;
27/01/2021;De 68 años; ;68;
27/01/2021;De 69 años; ;70;
27/01/2021;De 70 a 79 años; ;408;
27/01/2021;De 80 y más años; ;335;
26/01/2021;TOTAL; ;7226;
26/01/2021;De 0 a 4 años; ;248;
26/01/2021;De 5 a 11 años; ;554;
26/01/2021;De 12 a 19 años; ;764;
26/01/2021;De 20 a 29 años; ;779;
26/01/2021;De 30 a 39 años; ;997;
26/01/2021;De 40 a 49 años; ;1255;
26/01/2021;De 50 a 59 años; ;1106;
26/01/2021;De 60 a 69 años; ;690;
26/01/2021;De 65 años; ;69;
26/01/2021;De 66 años; ;54;
26/01/2021;De 67 años; ;56;
26/01/2021;De 68 años; ;49;
26/01/2021;De 69 años; ;64;
26/01/2021;De 70 a 79 años; ;429;
26/01/2021;De 80 y más años; ;403;
25/01/2021;TOTAL; ;6203;
25/01/2021;De 0 a 4 años; ;193;
25/01/2021;De 5 a 11 años; ;415;
25/01/2021;De 12 a 19 años; ;596;
25/01/2021;De 20 a 29 años; ;701;
25/01/2021;De 30 a 39 años; ;917;
25/01/2021;De 40 a 49 años; ;1170;
25/01/2021;De 50 a 59 años; ;984;
25/01/2021;De 60 a 69 años; ;581;
25/01/2021;De 65 años; ;60;
25/01/2021;De 66 años; ;48;
25/01/2021;De 67 años; ;42;
25/01/2021;De 68 años; ;48;
25/01/2021;De 69 años; ;43;
25/01/2021;De 70 a 79 años; ;374;
25/01/2021;De 80 y más años; ;270;
24/01/2021;TOTAL; ;3656;
24/01/2021;De 0 a 4 años; ;117;
24/01/2021;De 5 a 11 años; ;210;
24/01/2021;De 12 a 19 años; ;360;
24/01/2021;De 20 a 29 años; ;441;
24/01/2021;De 30 a 39 años; ;569;
24/01/2021;De 40 a 49 años; ;627;
24/01/2021;De 50 a 59 años; ;578;
24/01/2021;De 60 a 69 años; ;354;
24/01/2021;De 65 años; ;37;
24/01/2021;De 66 años; ;28;
24/01/2021;De 67 años; ;34;
24/01/2021;De 68 años; ;29;
24/01/2021;De 69 años; ;30;
24/01/2021;De 70 a 79 años; ;225;
24/01/2021;De 80 y más años; ;175;
23/01/2021;TOTAL; ;5289;
23/01/2021;De 0 a 4 años; ;181;
23/01/2021;De 5 a 11 años; ;376;
23/01/2021;De 12 a 19 años; ;555;
23/01/2021;De 20 a 29 años; ;651;
23/01/2021;De 30 a 39 años; ;727;
23/01/2021;De 40 a 49 años; ;913;
23/01/2021;De 50 a 59 años; ;788;
23/01/2021;De 60 a 69 años; ;508;
23/01/2021;De 65 años; ;39;
23/01/2021;De 66 años; ;42;
23/01/2021;De 67 años; ;47;
23/01/2021;De 68 años; ;32;
23/01/2021;De 69 años; ;52;
23/01/2021;De 70 a 79 años; ;337;
23/01/2021;De 80 y más años; ;252;
22/01/2021;TOTAL; ;8789;
22/01/2021;De 0 a 4 años; ;281;
22/01/2021;De 5 a 11 años; ;663;
22/01/2021;De 12 a 19 años; ;935;
22/01/2021;De 20 a 29 años; ;1050;
22/01/2021;De 30 a 39 años; ;1304;
22/01/2021;De 40 a 49 años; ;1530;
22/01/2021;De 50 a 59 años; ;1358;
22/01/2021;De 60 a 69 años; ;789;
22/01/2021;De 65 años; ;74;
22/01/2021;De 66 años; ;66;
22/01/2021;De 67 años; ;59;
22/01/2021;De 68 años; ;58;
22/01/2021;De 69 años; ;63;
22/01/2021;De 70 a 79 años; ;488;
22/01/2021;De 80 y más años; ;389;
21/01/2021;TOTAL; ;7942;
21/01/2021;De 0 a 4 años; ;313;
21/01/2021;De 5 a 11 años; ;611;
