Fecha,Territorio,ConfirmadosPCR,ConfirmadosTotal,Hospitalizados,UCI,Defunciones
2020-10-17,Granada,605,607,26,3,10
2020-10-17,Huelva,68,68,6,0,1
2020-10-17,Jaén,290,293,22,2,4
2020-10-17,Málaga,180,181,14,3,4
2020-10-17,Sevilla,661,665,45,4,8
2020-10-18,Andalucía,1276,1280,133,11,40
2020-10-18,Almería,87,87,7,3,2
2020-10-18,Cádiz,113,113,11,0,2
2020-10-18,Córdoba,117,117,7,0,2
2020-10-18,Granada,188,188,29,1,15
2020-10-18,Huelva,84,85,6,0,1
2020-10-18,Jaén,151,153,16,1,6
2020-10-18,Málaga,133,133,17,0,5
2020-10-18,Sevilla,403,404,40,6,7
2020-10-19,Andalucía,2668,2690,203,17,48
2020-10-19,Almería,92,92,4,0,0
2020-10-19,Cádiz,169,169,12,1,8
2020-10-19,Córdoba,299,301,36,3,8
2020-10-19,Granada,815,815,43,5,10
2020-10-19,Huelva,85,87,1,0,0
2020-10-19,Jaén,238,241,18,2,8
2020-10-19,Málaga,213,218,29,0,3
2020-10-19,Sevilla,757,767,60,6,11
2020-10-20,Andalucía,3734,3750,232,15,49
2020-10-20,Almería,152,152,11,3,3
2020-10-20,Cádiz,235,235,19,2,5
2020-10-20,Córdoba,465,465,42,2,16
2020-10-20,Granada,1032,1034,48,2,9
2020-10-20,Huelva,117,120,7,0,0
2020-10-20,Jaén,346,348,21,2,3
2020-10-20,Málaga,331,335,27,0,4
2020-10-20,Sevilla,1056,1061,57,4,9
2020-10-21,Andalucía,4509,4537,257,22,66
2020-10-21,Almería,213,215,3,0,0
2020-10-21,Cádiz,347,347,23,2,9
2020-10-21,Córdoba,507,514,32,0,11
2020-10-21,Granada,1195,1196,51,6,13
2020-10-21,Huelva,186,189,11,0,5
2020-10-21,Jaén,464,469,40,2,10
2020-10-21,Málaga,413,417,24,1,3
2020-10-21,Sevilla,1184,1190,73,11,15
2020-10-22,Andalucía,4578,4614,300,21,71
2020-10-22,Almería,257,261,18,1,3
2020-10-22,Cádiz,305,305,9,1,2
2020-10-22,Córdoba,495,499,43,1,17
2020-10-22,Granada,1179,1180,83,7,16
2020-10-22,Huelva,238,243,8,0,1
2020-10-22,Jaén,428,436,40,1,10
2020-10-22,Málaga,386,392,14,0,4
2020-10-22,Sevilla,1290,1298,85,10,18
2020-10-23,Andalucía,4651,4682,249,23,78
2020-10-23,Almería,226,232,12,1,4
2020-10-23,Cádiz,285,287,9,0,3
2020-10-23,Córdoba,472,474,32,3,9
2020-10-23,Granada,1068,1068,44,6,13
2020-10-23,Huelva,215,222,8,0,2
2020-10-23,Jaén,598,604,36,6,20
2020-10-23,Málaga,465,468,27,3,8
2020-10-23,Sevilla,1322,1327,81,4,19
2020-10-24,Andalucía,3129,3149,225,15,51
2020-10-24,Almería,114,117,5,0,2
2020-10-24,Cádiz,338,343,20,1,4
2020-10-24,Córdoba,363,363,38,2,4
2020-10-24,Granada,856,858,49,6,15
2020-10-24,Huelva,140,140,4,1,2
2020-10-24,Jaén,309,312,36,1,5
2020-10-24,Málaga,246,248,15,0,1
2020-10-24,Sevilla,763,768,58,4,18
2020-10-25,Andalucía,1655,1670,178,16,29
2020-10-25,Almería,121,121,3,2,1
2020-10-25,Cádiz,205,210,10,2,2
2020-10-25,Córdoba,149,149,23,1,3
2020-10-25,Granada,254,255,47,4,5
2020-10-25,Huelva,58,58,0,0,0
2020-10-25,Jaén,293,299,34,1,7
2020-10-25,Málaga,121,123,13,1,4
2020-10-25,Sevilla,454,455,48,5,7
2020-10-26,Andalucía,3511,3554,255,29,60
2020-10-26,Almería,145,151,6,2,0
2020-10-26,Cádiz,221,223,16,0,2
2020-10-26,Córdoba,351,353,26,5,5
2020-10-26,Granada,916,920,64,6,27
2020-10-26,Huelva,127,132,8,0,1
2020-10-26,Jaén,379,383,31,1,7
2020-10-26,Málaga,368,376,20,2,0
2020-10-26,Sevilla,1004,1016,84,13,18
2020-10-27,Andalucía,4437,4482,313,27,76
2020-10-27,Almería,224,231,10,1,5
2020-10-27,Cádiz,367,371,24,4,5
2020-10-27,Córdoba,484,486,27,1,10
2020-10-27,Granada,1070,1070,71,6,16
2020-10-27,Huelva,258,267,21,0,1
2020-10-27,Jaén,464,466,22,1,3
2020-10-27,Málaga,401,417,41,5,11
2020-10-27,Sevilla,1169,1174,97,9,25
2020-10-28,Andalucía,4962,5013,316,23,67
2020-10-28,Almería,271,271,11,1,4
2020-10-28,Cádiz,362,364,12,0,1
2020-10-28,Córdoba,586,590,36,2,5
2020-10-28,Granada,1273,1275,80,7,21
2020-10-28,Huelva,246,268,8,1,1
2020-10-28,Jaén,512,517,52,2,10
2020-10-28,Málaga,454,461,27,3,9
2020-10-28,Sevilla,1258,1267,90,7,16
2020-10-29,Andalucía,4911,4939,331,26,92
2020-10-29,Almería,214,215,11,1,0
2020-10-29,Cádiz,462,465,19,0,5
2020-10-29,Córdoba,488,493,37,2,12
2020-10-29,Granada,1204,1204,75,2,23
2020-10-29,Huelva,251,258,5,0,0
2020-10-29,Jaén,491,496,51,3,17
2020-10-29,Málaga,506,509,48,8,10
2020-10-29,Sevilla,1295,1299,85,10,25
2020-10-30,Andalucía,4920,4942,313,32,78
2020-10-30,Almería,283,286,10,1,3
2020-10-30,Cádiz,444,445,24,5,7
2020-10-30,Córdoba,452,453,39,2,5
2020-10-30,Granada,1089,1091,65,10,16
2020-10-30,Huelva,303,305,16,0,5
2020-10-30,Jaén,506,507,32,4,8
2020-10-30,Málaga,497,503,37,3,9
2020-10-30,Sevilla,1346,1352,90,7,25
2020-10-31,Andalucía,3114,3132,217,27,45
2020-10-31,Almería,206,209,14,1,1
2020-10-31,Cádiz,387,387,24,5,7
2020-10-31,Córdoba,351,352,19,2,3
2020-10-31,Granada,644,646,53,8,15
2020-10-31,Huelva,156,156,9,0,1
2020-10-31,Jaén,353,357,33,7,5
2020-10-31,Málaga,262,265,21,0,6
2020-10-31,Sevilla,755,760,44,4,7
2020-11-01,Andalucía,2077,2088,232,22,59
2020-11-01,Almería,117,118,9,3,5
2020-11-01,Cádiz,264,265,14,3,2
2020-11-01,Córdoba,245,246,26,1,3
2020-11-01,Granada,237,239,48,2,14
2020-11-01,Huelva,119,119,9,0,1
2020-11-01,Jaén,405,409,42,1,13
2020-11-01,Málaga,186,186,24,1,9
2020-11-01,Sevilla,504,506,60,11,12
2020-11-02,Andalucía,1709,1721,188,21,42
2020-11-02,Almería,161,163,14,5,6
2020-11-02,Cádiz,168,169,10,2,2
2020-11-02,Córdoba,202,203,25,0,5
2020-11-02,Granada,258,258,34,6,11
2020-11-02,Huelva,94,95,8,0,0
2020-11-02,Jaén,223,226,24,2,5
2020-11-02,Málaga,145,147,19,1,3
2020-11-02,Sevilla,458,460,54,5,10
2020-11-03,Andalucía,3881,3905,311,22,69
2020-11-03,Almería,179,179,16,3,3
2020-11-03,Cádiz,336,338,23,1,6
2020-11-03,Córdoba,364,365,30,4,5
2020-11-03,Granada,967,968,74,8,17
2020-11-03,Huelva,196,198,10,0,1
2020-11-03,Jaén,388,397,43,0,10
2020-11-03,Málaga,427,429,34,1,5
2020-11-03,Sevilla,1024,1031,81,5,22
2020-11-04,Andalucía,4728,4760,371,35,89
2020-11-04,Almería,349,352,22,5,4
2020-11-04,Cádiz,450,453,35,5,8
2020-11-04,Córdoba,482,484,35,2,12
2020-11-04,Granada,1121,1122,78,7,25
2020-11-04,Huelva,178,180,13,0,1
2020-11-04,Jaén,397,406,49,8,9
2020-11-04,Málaga,523,530,53,3,12
2020-11-04,Sevilla,1228,1233,86,5,18
2020-11-05,Andalucía,4683,4719,294,16,76
2020-11-05,Almería,229,232,10,0,4
2020-11-05,Cádiz,496,501,37,2,13
2020-11-05,Córdoba,396,400,29,0,6
2020-11-05,Granada,1041,1045,74,5,22
2020-11-05,Huelva,254,255,13,1,1
2020-11-05,Jaén,519,529,30,3,8
2020-11-05,Málaga,571,576,33,1,5
2020-11-05,Sevilla,1177,1181,68,4,17
2020-11-06,Andalucía,4986,5015,356,38,64
2020-11-06,Almería,292,295,10,0,2
2020-11-06,Cádiz,532,533,37,5,9
2020-11-06,Córdoba,391,392,38,5,8
2020-11-06,Granada,1160,1162,82,11,16
2020-11-06,Huelva,267,269,16,0,2
2020-11-06,Jaén,410,416,33,2,6
2020-11-06,Málaga,659,670,55,4,7
2020-11-06,Sevilla,1275,1278,85,11,14
2020-11-07,Andalucía,3158,3184,250,26,56
2020-11-07,Almería,299,300,15,4,3
2020-11-07,Cádiz,478,482,34,2,9
2020-11-07,Córdoba,366,367,29,6,5
2020-11-07,Granada,479,480,53,6,14
2020-11-07,Huelva,125,126,9,1,1
2020-11-07,Jaén,407,412,38,0,9
2020-11-07,Málaga,330,340,26,3,7
2020-11-07,Sevilla,674,677,46,4,8
2020-11-08,Andalucía,1879,1892,155,9,34
2020-11-08,Almería,144,145,5,1,2
2020-11-08,Cádiz,419,419,18,2,6
2020-11-08,Córdoba,194,194,18,1,4
2020-11-08,Granada,195,196,26,0,10
2020-11-08,Huelva,48,49,2,0,0
2020-11-08,Jaén,228,232,21,0,3
2020-11-08,Málaga,219,224,20,2,2
2020-11-08,Sevilla,432,433,45,3,7
2020-11-09,Andalucía,3720,3741,307,19,58
2020-11-09,Almería,220,221,12,1,5
2020-11-09,Cádiz,422,423,40,5,4
2020-11-09,Córdoba,319,320,31,2,3
2020-11-09,Granada,688,688,59,4,11
2020-11-09,Huelva,210,215,15,0,1
2020-11-09,Jaén,469,471,37,1,8
2020-11-09,Málaga,460,466,36,1,8
2020-11-09,Sevilla,932,937,77,5,18
2020-11-10,Andalucía,4351,4362,271,15,62
2020-11-10,Almería,302,303,19,2,5
2020-11-10,Cádiz,548,549,25,3,7
2020-11-10,Córdoba,394,394,35,1,9
2020-11-10,Granada,937,937,58,3,22
2020-11-10,Huelva,278,281,17,0,0
2020-11-10,Jaén,379,381,26,2,3
2020-11-10,Málaga,468,470,32,2,6
2020-11-10,Sevilla,1045,1047,59,2,10
2020-11-11,Andalucía,4387,4416,279,30,57
2020-11-11,Almería,262,265,12,3,2
2020-11-11,Cádiz,576,581,38,3,9
2020-11-11,Córdoba,319,319,29,5,6
2020-11-11,Granada,937,939,50,8,15
2020-11-11,Huelva,337,341,15,0,0
2020-11-11,Jaén,440,443,33,3,4
2020-11-11,Málaga,528,534,42,4,7
2020-11-11,Sevilla,988,994,60,4,14
2020-11-12,Andalucía,4240,4290,266,22,53
2020-11-12,Almería,347,351,12,3,1
2020-11-12,Cádiz,494,496,35,2,5
2020-11-12,Córdoba,303,326,32,3,7
2020-11-12,Granada,813,815,62,6,19
2020-11-12,Huelva,262,267,6,1,0
2020-11-12,Jaén,465,471,37,2,8
2020-11-12,Málaga,524,526,31,0,4
2020-11-12,Sevilla,1032,1038,51,5,9
2020-11-13,Andalucía,4140,4163,257,19,51
2020-11-13,Almería,326,327,11,1,2
2020-11-13,Cádiz,664,666,40,3,4
2020-11-13,Córdoba,257,261,22,4,4
2020-11-13,Granada,809,809,52,4,14
2020-11-13,Huelva,226,230,15,0,3
2020-11-13,Jaén,474,475,36,0,8
2020-11-13,Málaga,470,474,26,1,3
2020-11-13,Sevilla,914,921,55,6,13
2020-11-14,Andalucía,2302,2312,175,15,24
2020-11-14,Almería,204,204,13,5,1
2020-11-14,Cádiz,475,477,24,0,2
2020-11-14,Córdoba,179,179,16,1,0
2020-11-14,Granada,367,367,37,4,5
2020-11-14,Huelva,112,113,11,0,1
2020-11-14,Jaén,232,236,17,2,4
2020-11-14,Málaga,280,281,32,1,4
2020-11-14,Sevilla,453,455,25,2,7
2020-11-15,Andalucía,1359,1369,100,7,18
2020-11-15,Almería,112,113,4,1,0
2020-11-15,Cádiz,318,319,12,0,2
2020-11-15,Córdoba,103,104,14,1,6
2020-11-15,Granada,136,136,20,3,3
2020-11-15,Huelva,34,34,1,0,1
2020-11-15,Jaén,130,132,10,0,1
2020-11-15,Málaga,203,207,20,0,3
2020-11-15,Sevilla,323,324,19,2,2
2020-11-16,Andalucía,2449,2464,223,23,32
2020-11-16,Almería,169,171,12,3,1
2020-11-16,Cádiz,403,406,27,4,3
2020-11-16,Córdoba,196,196,24,4,4
2020-11-16,Granada,448,448,45,3,11
2020-11-16,Huelva,120,121,14,0,0
2020-11-16,Jaén,203,208,38,2,6
2020-11-16,Málaga,279,281,23,1,6
2020-11-16,Sevilla,631,633,40,6,1
2020-11-17,Andalucía,3368,3393,221,11,28
2020-11-17,Almería,256,257,21,2,2
2020-11-17,Cádiz,495,501,34,1,3
2020-11-17,Córdoba,263,267,18,3,1
2020-11-17,Granada,603,604,44,2,7
2020-11-17,Huelva,251,253,13,0,1
2020-11-17,Jaén,347,350,19,0,3
2020-11-17,Málaga,377,382,25,1,6
2020-11-17,Sevilla,776,779,47,2,5
2020-11-18,Andalucía,3184,3208,206,20,36
2020-11-18,Almería,279,282,12,4,5
2020-11-18,Cádiz,523,525,35,1,5
2020-11-18,Córdoba,221,223,19,0,3
2020-11-18,Granada,486,486,35,3,8
2020-11-18,Huelva,249,252,19,0,1
2020-11-18,Jaén,359,362,20,2,2
2020-11-18,Málaga,383,390,34,5,6
2020-11-18,Sevilla,684,688,32,5,6
2020-11-19,Andalucía,2901,2923,175,10,27
2020-11-19,Almería,258,259,8,2,2
2020-11-19,Cádiz,491,493,19,2,0
2020-11-19,Córdoba,223,224,17,1,3
2020-11-19,Granada,470,471,32,1,7
2020-11-19,Huelva,197,202,13,0,1
2020-11-19,Jaén,235,241,17,0,4
2020-11-19,Málaga,363,365,32,3,8
2020-11-19,Sevilla,664,668,37,1,2
2020-11-20,Andalucía,2729,2748,165,10,34
2020-11-20,Almería,192,192,11,1,1
2020-11-20,Cádiz,434,434,25,1,1
2020-11-20,Córdoba,197,197,20,4,6
2020-11-20,Granada,502,503,22,0,8
2020-11-20,Huelva,193,195,8,0,1
2020-11-20,Jaén,337,340,27,0,2
2020-11-20,Málaga,384,394,31,2,12
2020-11-20,Sevilla,490,493,21,2,3
2020-11-21,Andalucía,1590,1599,113,8,16
2020-11-21,Almería,185,185,12,3,1
2020-11-21,Cádiz,406,410,14,0,3
2020-11-21,Córdoba,119,120,12,1,0
2020-11-21,Granada,99,99,19,2,3
2020-11-21,Huelva,112,112,7,0,0
2020-11-21,Jaén,160,162,9,1,0
2020-11-21,Málaga,201,201,20,0,7
2020-11-21,Sevilla,308,310,20,1,2
2020-11-22,Andalucía,787,798,98,7,17
2020-11-22,Almería,70,71,9,2,2
2020-11-22,Cádiz,227,228,25,1,5
2020-11-22,Córdoba,48,51,2,1,1
2020-11-22,Granada,61,61,13,1,1
2020-11-22,Huelva,37,37,5,0,1
2020-11-22,Jaén,102,105,11,0,2
2020-11-22,Málaga,102,103,13,1,4
2020-11-22,Sevilla,140,142,20,1,1
2020-11-23,Andalucía,1454,1473,127,11,19
2020-11-23,Almería,121,124,13,4,0
2020-11-23,Cádiz,250,252,24,2,2
2020-11-23,Córdoba,108,109,7,0,1
2020-11-23,Granada,294,294,32,1,9
2020-11-23,Huelva,74,74,5,0,1
2020-11-23,Jaén,129,131,8,0,0
2020-11-23,Málaga,204,213,19,2,4
2020-11-23,Sevilla,274,276,19,2,2
2020-11-24,Andalucía,2124,2144,142,11,26
2020-11-24,Almería,198,201,13,4,3
2020-11-24,Cádiz,413,413,22,1,4
2020-11-24,Córdoba,171,171,9,1,2
2020-11-24,Granada,310,310,24,2,4
2020-11-24,Huelva,178,183,11,0,0
2020-11-24,Jaén,246,249,24,0,1
2020-11-24,Málaga,275,284,17,1,7
2020-11-24,Sevilla,333,333,22,2,5
2020-11-25,Andalucía,1841,1851,141,9,29
2020-11-25,Almería,170,170,20,0,3
2020-11-25,Cádiz,375,376,21,0,2
2020-11-25,Córdoba,189,189,20,1,9
2020-11-25,Granada,279,279,16,3,3
2020-11-25,Huelva,164,164,19,0,1
2020-11-25,Jaén,138,141,15,3,4
2020-11-25,Málaga,231,236,17,1,2
2020-11-25,Sevilla,295,296,13,1,5
2020-11-26,Andalucía,1739,1748,121,4,17
2020-11-26,Almería,187,187,19,2,1
2020-11-26,Cádiz,396,398,18,0,3
2020-11-26,Córdoba,102,102,9,1,0
2020-11-26,Granada,202,202,26,0,3
2020-11-26,Huelva,129,132,4,0,0
2020-11-26,Jaén,153,156,12,1,1
2020-11-26,Málaga,253,254,23,0,6
2020-11-26,Sevilla,317,317,10,0,3
2020-11-27,Andalucía,1859,1868,115,10,15
2020-11-27,Almería,193,193,12,1,1
2020-11-27,Cádiz,346,346,20,1,2
2020-11-27,Córdoba,189,189,11,2,3
2020-11-27,Granada,206,206,14,2,2
2020-11-27,Huelva,145,146,10,0,0
2020-11-27,Jaén,156,157,4,0,2
2020-11-27,Málaga,354,359,21,0,2
2020-11-27,Sevilla,270,272,23,4,3
2020-11-28,Andalucía,937,942,72,4,16
2020-11-28,Almería,155,156,10,0,4
2020-11-28,Cádiz,248,248,13,0,2
2020-11-28,Córdoba,82,83,4,0,3
2020-11-28,Granada,40,40,6,0,0
2020-11-28,Huelva,55,55,6,0,0
2020-11-28,Jaén,106,107,11,1,3
2020-11-28,Málaga,126,127,9,1,3
2020-11-28,Sevilla,125,126,13,2,1
2020-11-29,Andalucía,460,465,68,6,10
2020-11-29,Almería,41,42,13,1,3
2020-11-29,Cádiz,101,101,8,0,1
2020-11-29,Córdoba,51,51,6,2,3
2020-11-29,Granada,42,43,13,1,2
2020-11-29,Huelva,23,23,1,0,0
2020-11-29,Jaén,53,55,11,1,0
2020-11-29,Málaga,85,86,9,0,0
2020-11-29,Sevilla,64,64,7,1,1
2020-11-30,Andalucía,978,985,71,5,7
2020-11-30,Almería,65,65,7,1,0
2020-11-30,Cádiz,134,134,6,0,1
2020-11-30,Córdoba,89,89,4,1,0
2020-11-30,Granada,161,161,10,2,1
2020-11-30,Huelva,64,66,3,0,0
2020-11-30,Jaén,110,112,20,1,4
2020-11-30,Málaga,148,150,6,0,1
2020-11-30,Sevilla,207,208,15,0,0
2020-12-01,Andalucía,1426,1434,91,6,11
2020-12-01,Almería,161,161,16,2,3
2020-12-01,Cádiz,285,285,16,0,0
2020-12-01,Córdoba,137,138,7,0,1
2020-12-01,Granada,150,152,13,1,1
2020-12-01,Huelva,97,98,2,0,0
2020-12-01,Jaén,185,187,11,1,1
2020-12-01,Málaga,177,179,12,2,3
2020-12-01,Sevilla,234,234,14,0,2
2020-12-02,Andalucía,1305,1328,71,2,9
2020-12-02,Almería,116,116,6,0,0
2020-12-02,Cádiz,265,265,8,0,2
2020-12-02,Córdoba,105,106,6,1,1
2020-12-02,Granada,134,136,10,0,4
2020-12-02,Huelva,137,137,7,0,0
2020-12-02,Jaén,127,130,11,1,1
2020-12-02,Málaga,202,205,8,0,0
2020-12-02,Sevilla,219,233,15,0,1
2020-12-03,Andalucía,1164,1174,63,0,3
2020-12-03,Almería,119,121,5,0,0
2020-12-03,Cádiz,208,208,14,0,2
2020-12-03,Córdoba,132,133,2,0,0
2020-12-03,Granada,116,116,6,0,0
2020-12-03,Huelva,103,106,3,0,0
2020-12-03,Jaén,111,114,12,0,0
2020-12-03,Málaga,198,198,12,0,1
2020-12-03,Sevilla,177,178,9,0,0
2020-12-04,Andalucía,1221,1231,51,2,4
2020-12-04,Almería,75,76,5,0,1
2020-12-04,Cádiz,255,257,3,0,0
2020-12-04,Córdoba,125,127,5,0,1
2020-12-04,Granada,132,132,8,0,2
2020-12-04,Huelva,117,120,5,0,0
2020-12-04,Jaén,151,151,4,0,0
2020-12-04,Málaga,194,195,8,1,0
2020-12-04,Sevilla,172,173,13,1,0
2020-12-05,Andalucía,770,775,47,2,5
2020-12-05,Almería,138,139,11,0,1
2020-12-05,Cádiz,178,178,8,0,0
2020-12-05,Córdoba,73,75,9,1,1
2020-12-05,Granada,26,26,2,0,1
2020-12-05,Huelva,46,46,2,0,2
2020-12-05,Jaén,59,61,8,1,0
2020-12-05,Málaga,119,119,2,0,0
2020-12-05,Sevilla,131,131,5,0,0
2020-12-06,Andalucía,415,418,34,2,3
2020-12-06,Almería,62,62,2,0,1
2020-12-06,Cádiz,120,120,5,0,0
2020-12-06,Córdoba,45,45,3,0,0
2020-12-06,Granada,18,19,7,0,0
2020-12-06,Huelva,31,32,1,0,0
2020-12-06,Jaén,59,60,3,0,0
2020-12-06,Málaga,33,33,6,1,0
2020-12-06,Sevilla,47,47,7,1,2
2020-12-07,Andalucía,452,456,42,3,4
2020-12-07,Almería,51,51,1,0,0
2020-12-07,Cádiz,75,75,3,0,0
2020-12-07,Córdoba,57,57,5,0,1
2020-12-07,Granada,30,30,8,2,0
2020-12-07,Huelva,37,37,6,0,1
2020-12-07,Jaén,80,82,10,1,0
2020-12-07,Málaga,56,56,5,0,1
2020-12-07,Sevilla,66,68,4,0,1
2020-12-08,Andalucía,380,389,36,0,3
2020-12-08,Almería,40,40,1,0,0
2020-12-08,Cádiz,55,56,2,0,0
2020-12-08,Córdoba,59,60,3,0,0
2020-12-08,Granada,30,31,4,0,0
2020-12-08,Huelva,26,27,6,0,0
2020-12-08,Jaén,40,41,4,0,0
2020-12-08,Málaga,58,58,7,0,0
2020-12-08,Sevilla,72,76,9,0,3
2020-12-09,Andalucía,855,861,51,3,3
2020-12-09,Almería,75,75,14,2,1
2020-12-09,Cádiz,137,137,5,0,0
2020-12-09,Córdoba,73,73,0,0,0
2020-12-09,Granada,108,108,9,1,0
2020-12-09,Huelva,61,62,3,0,0
2020-12-09,Jaén,120,124,9,0,1
2020-12-09,Málaga,99,100,3,0,1
2020-12-09,Sevilla,182,182,8,0,0
2020-12-10,Andalucía,1281,1286,44,0,1
2020-12-10,Almería,152,152,6,0,0
2020-12-10,Cádiz,244,244,4,0,0
2020-12-10,Córdoba,94,94,3,0,0
2020-12-10,Granada,129,129,8,0,0
2020-12-10,Huelva,124,126,2,0,0
2020-12-10,Jaén,114,114,5,0,1
2020-12-10,Málaga,209,210,7,0,0
2020-12-10,Sevilla,215,217,9,0,0
2020-12-11,Andalucía,1292,1301,63,1,2
2020-12-11,Almería,117,117,8,0,0
2020-12-11,Cádiz,219,220,4,0,0
2020-12-11,Córdoba,160,162,7,0,0
2020-12-11,Granada,122,123,10,0,1
2020-12-11,Huelva,105,105,3,0,0
2020-12-11,Jaén,200,201,9,1,0
2020-12-11,Málaga,188,191,15,0,1
2020-12-11,Sevilla,181,182,7,0,0
2020-12-12,Andalucía,784,791,27,1,1
2020-12-12,Almería,121,121,3,0,0
2020-12-12,Cádiz,179,179,5,0,1
2020-12-12,Córdoba,83,84,4,0,0
2020-12-12,Granada,56,56,9,1,0
2020-12-12,Huelva,59,59,0,0,0
2020-12-12,Jaén,78,78,2,0,0
2020-12-12,Málaga,94,99,2,0,0
2020-12-12,Sevilla,114,115,2,0,0
2020-12-13,Andalucía,372,382,30,2,1
2020-12-13,Almería,56,56,6,1,0
2020-12-13,Cádiz,59,59,3,0,0
2020-12-13,Córdoba,28,28,0,0,0
2020-12-13,Granada,37,37,4,0,0
2020-12-13,Huelva,37,37,1,0,0
2020-12-13,Jaén,58,59,5,1,0
2020-12-13,Málaga,54,63,9,0,0
2020-12-13,Sevilla,43,43,2,0,1
2020-12-14,Andalucía,757,765,19,1,0
2020-12-14,Almería,39,40,0,0,0
2020-12-14,Cádiz,127,127,2,0,0
2020-12-14,Córdoba,95,95,0,0,0
2020-12-14,Granada,113,114,1,0,0
2020-12-14,Huelva,52,53,1,0,0
2020-12-14,Jaén,103,104,9,1,0
2020-12-14,Málaga,131,133,2,0,0
2020-12-14,Sevilla,97,99,4,0,0
2020-12-15,Andalucía,348,351,17,0,1
2020-12-15,Almería,26,26,7,0,1
2020-12-15,Cádiz,49,50,0,0,0
2020-12-15,Córdoba,24,24,1,0,0
2020-12-15,Granada,23,24,5,0,0
2020-12-15,Huelva,45,45,1,0,0
2020-12-15,Jaén,43,43,0,0,0
2020-12-15,Málaga,74,74,3,0,0
2020-12-15,Sevilla,64,65,0,0,0
