Fecha,Territorio,nombre.corto,provincia,Edad,Sexo,Casos
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,TOTAL,Mujeres,356
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 0 a 14 años,Ambos sexos,1
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 0 a 14 años,Hombres,NA
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 0 a 14 años,Mujeres,1
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 15 a 29 años,Ambos sexos,43
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 15 a 29 años,Hombres,15
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 15 a 29 años,Mujeres,28
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 30 a 44 años,Ambos sexos,102
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 30 a 44 años,Hombres,56
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 30 a 44 años,Mujeres,46
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 45 a 64 años,Ambos sexos,240
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 45 a 64 años,Hombres,97
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 45 a 64 años,Mujeres,143
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 65 a 84 años,Ambos sexos,141
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 65 a 84 años,Hombres,62
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 65 a 84 años,Mujeres,79
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 85 y más años,Ambos sexos,83
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 85 y más años,Hombres,24
2020-04-22,Córdoba (distrito),Córdoba,Córdoba,De 85 y más años,Mujeres,59
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Ambos sexos,197
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Hombres,72
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,TOTAL,Mujeres,125
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 15 a 29 años,Ambos sexos,10
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 15 a 29 años,Hombres,3
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 15 a 29 años,Mujeres,7
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 30 a 44 años,Ambos sexos,21
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 30 a 44 años,Hombres,3
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 30 a 44 años,Mujeres,18
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 45 a 64 años,Ambos sexos,44
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 45 a 64 años,Hombres,17
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 45 a 64 años,Mujeres,27
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 65 a 84 años,Ambos sexos,65
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 65 a 84 años,Hombres,27
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 65 a 84 años,Mujeres,38
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 85 y más años,Ambos sexos,57
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 85 y más años,Hombres,22
2020-04-22,Córdoba Norte,Córdoba Norte,Córdoba,De 85 y más años,Mujeres,35
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Ambos sexos,484
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Hombres,191
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,TOTAL,Mujeres,293
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 0 a 14 años,Ambos sexos,1
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 0 a 14 años,Hombres,1
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 0 a 14 años,Mujeres,NA
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 15 a 29 años,Ambos sexos,20
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 15 a 29 años,Hombres,6
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 15 a 29 años,Mujeres,14
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 30 a 44 años,Ambos sexos,81
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 30 a 44 años,Hombres,24
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 30 a 44 años,Mujeres,57
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 45 a 64 años,Ambos sexos,162
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 45 a 64 años,Hombres,57
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 45 a 64 años,Mujeres,105
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 65 a 84 años,Ambos sexos,146
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 65 a 84 años,Hombres,77
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 65 a 84 años,Mujeres,69
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 85 y más años,Ambos sexos,74
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 85 y más años,Hombres,26
2020-04-22,Córdoba Sur,Córdoba Sur,Córdoba,De 85 y más años,Mujeres,48
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,TOTAL,Ambos sexos,51
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,TOTAL,Hombres,31
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,TOTAL,Mujeres,20
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 15 a 29 años,Ambos sexos,1
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 15 a 29 años,Hombres,1
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 15 a 29 años,Mujeres,NA
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 30 a 44 años,Ambos sexos,10
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 30 a 44 años,Hombres,7
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 30 a 44 años,Mujeres,3
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 45 a 64 años,Ambos sexos,21
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 45 a 64 años,Hombres,12
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 45 a 64 años,Mujeres,9
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 65 a 84 años,Ambos sexos,16
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 65 a 84 años,Hombres,9
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 65 a 84 años,Mujeres,7
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 85 y más años,Ambos sexos,3
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 85 y más años,Hombres,2
2020-04-22,Guadalquivir,Guadalquivir,Córdoba,De 85 y más años,Mujeres,1
2020-04-22,Granada (distrito),Granada,Granada,TOTAL,Ambos sexos,932
2020-04-22,Granada (distrito),Granada,Granada,TOTAL,Hombres,423
2020-04-22,Granada (distrito),Granada,Granada,TOTAL,Mujeres,509
2020-04-22,Granada (distrito),Granada,Granada,De 0 a 14 años,Ambos sexos,1
2020-04-22,Granada (distrito),Granada,Granada,De 0 a 14 años,Hombres,NA
2020-04-22,Granada (distrito),Granada,Granada,De 0 a 14 años,Mujeres,1
2020-04-22,Granada (distrito),Granada,Granada,De 15 a 29 años,Ambos sexos,56
2020-04-22,Granada (distrito),Granada,Granada,De 15 a 29 años,Hombres,20
2020-04-22,Granada (distrito),Granada,Granada,De 15 a 29 años,Mujeres,36
2020-04-22,Granada (distrito),Granada,Granada,De 30 a 44 años,Ambos sexos,178
2020-04-22,Granada (distrito),Granada,Granada,De 30 a 44 años,Hombres,66
2020-04-22,Granada (distrito),Granada,Granada,De 30 a 44 años,Mujeres,112
2020-04-22,Granada (distrito),Granada,Granada,De 45 a 64 años,Ambos sexos,396
2020-04-22,Granada (distrito),Granada,Granada,De 45 a 64 años,Hombres,181
2020-04-22,Granada (distrito),Granada,Granada,De 45 a 64 años,Mujeres,215
2020-04-22,Granada (distrito),Granada,Granada,De 65 a 84 años,Ambos sexos,219
2020-04-22,Granada (distrito),Granada,Granada,De 65 a 84 años,Hombres,128
2020-04-22,Granada (distrito),Granada,Granada,De 65 a 84 años,Mujeres,91
2020-04-22,Granada (distrito),Granada,Granada,De 85 y más años,Ambos sexos,82
2020-04-22,Granada (distrito),Granada,Granada,De 85 y más años,Hombres,28
2020-04-22,Granada (distrito),Granada,Granada,De 85 y más años,Mujeres,54
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,TOTAL,Ambos sexos,97
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,TOTAL,Hombres,50
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,TOTAL,Mujeres,47
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 15 a 29 años,Ambos sexos,6
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 15 a 29 años,Hombres,1
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 15 a 29 años,Mujeres,5
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 30 a 44 años,Ambos sexos,20
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 30 a 44 años,Hombres,8
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 30 a 44 años,Mujeres,12
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 45 a 64 años,Ambos sexos,47
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 45 a 64 años,Hombres,27
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 45 a 64 años,Mujeres,20
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 65 a 84 años,Ambos sexos,21
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 65 a 84 años,Hombres,13
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 65 a 84 años,Mujeres,8
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 85 y más años,Ambos sexos,3
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 85 y más años,Hombres,1
2020-04-22,Granada Nordeste,Granada Nordeste,Granada,De 85 y más años,Mujeres,2
2020-04-22,Granada Sur,Granada Sur,Granada,TOTAL,Ambos sexos,164
2020-04-22,Granada Sur,Granada Sur,Granada,TOTAL,Hombres,73
2020-04-22,Granada Sur,Granada Sur,Granada,TOTAL,Mujeres,91
2020-04-22,Granada Sur,Granada Sur,Granada,De 0 a 14 años,Ambos sexos,2
2020-04-22,Granada Sur,Granada Sur,Granada,De 0 a 14 años,Hombres,1
2020-04-22,Granada Sur,Granada Sur,Granada,De 0 a 14 años,Mujeres,1
2020-04-22,Granada Sur,Granada Sur,Granada,De 15 a 29 años,Ambos sexos,16
2020-04-22,Granada Sur,Granada Sur,Granada,De 15 a 29 años,Hombres,9
2020-04-22,Granada Sur,Granada Sur,Granada,De 15 a 29 años,Mujeres,7
2020-04-22,Granada Sur,Granada Sur,Granada,De 30 a 44 años,Ambos sexos,17
2020-04-22,Granada Sur,Granada Sur,Granada,De 30 a 44 años,Hombres,2
2020-04-22,Granada Sur,Granada Sur,Granada,De 30 a 44 años,Mujeres,15
2020-04-22,Granada Sur,Granada Sur,Granada,De 45 a 64 años,Ambos sexos,77
2020-04-22,Granada Sur,Granada Sur,Granada,De 45 a 64 años,Hombres,39
2020-04-22,Granada Sur,Granada Sur,Granada,De 45 a 64 años,Mujeres,38
2020-04-22,Granada Sur,Granada Sur,Granada,De 65 a 84 años,Ambos sexos,47
2020-04-22,Granada Sur,Granada Sur,Granada,De 65 a 84 años,Hombres,20
2020-04-22,Granada Sur,Granada Sur,Granada,De 65 a 84 años,Mujeres,27
2020-04-22,Granada Sur,Granada Sur,Granada,De 85 y más años,Ambos sexos,5
2020-04-22,Granada Sur,Granada Sur,Granada,De 85 y más años,Hombres,2
2020-04-22,Granada Sur,Granada Sur,Granada,De 85 y más años,Mujeres,3
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,TOTAL,Ambos sexos,1058
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,TOTAL,Hombres,440
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,TOTAL,Mujeres,618
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 0 a 14 años,Ambos sexos,1
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 0 a 14 años,Hombres,NA
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 0 a 14 años,Mujeres,1
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 15 a 29 años,Ambos sexos,54
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 15 a 29 años,Hombres,13
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 15 a 29 años,Mujeres,41
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 30 a 44 años,Ambos sexos,168
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 30 a 44 años,Hombres,49
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 30 a 44 años,Mujeres,119
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 45 a 64 años,Ambos sexos,418
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 45 a 64 años,Hombres,196
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 45 a 64 años,Mujeres,222
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 65 a 84 años,Ambos sexos,266
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 65 a 84 años,Hombres,136
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 65 a 84 años,Mujeres,130
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 85 y más años,Ambos sexos,151
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 85 y más años,Hombres,46
2020-04-22,Metropolitano de Granada,Granada Metropolitano,Granada,De 85 y más años,Mujeres,105
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,TOTAL,Ambos sexos,85
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,TOTAL,Hombres,53
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,TOTAL,Mujeres,32
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 15 a 29 años,Ambos sexos,1
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 15 a 29 años,Hombres,NA
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 15 a 29 años,Mujeres,1
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 30 a 44 años,Ambos sexos,12
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 30 a 44 años,Hombres,7
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 30 a 44 años,Mujeres,5
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 45 a 64 años,Ambos sexos,37
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 45 a 64 años,Hombres,22
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 45 a 64 años,Mujeres,15
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 65 a 84 años,Ambos sexos,29
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 65 a 84 años,Hombres,22
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 65 a 84 años,Mujeres,7
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 85 y más años,Ambos sexos,6
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 85 y más años,Hombres,2
2020-04-22,Condado-Campiña,Condado-Campiña,Huelva,De 85 y más años,Mujeres,4
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,TOTAL,Ambos sexos,214
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,TOTAL,Hombres,94
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,TOTAL,Mujeres,120
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 15 a 29 años,Ambos sexos,13
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 15 a 29 años,Hombres,2
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 15 a 29 años,Mujeres,11
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 30 a 44 años,Ambos sexos,40
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 30 a 44 años,Hombres,11
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 30 a 44 años,Mujeres,29
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 45 a 64 años,Ambos sexos,88
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 45 a 64 años,Hombres,43
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 45 a 64 años,Mujeres,45
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 65 a 84 años,Ambos sexos,63
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 65 a 84 años,Hombres,36
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 65 a 84 años,Mujeres,27
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 85 y más años,Ambos sexos,10
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 85 y más años,Hombres,2
2020-04-22,Huelva-Costa,Huelva-Costa,Huelva,De 85 y más años,Mujeres,8
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,TOTAL,Ambos sexos,97
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,TOTAL,Hombres,34
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,TOTAL,Mujeres,63
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 15 a 29 años,Ambos sexos,12
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 15 a 29 años,Hombres,4
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 15 a 29 años,Mujeres,8
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 30 a 44 años,Ambos sexos,13
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 30 a 44 años,Hombres,2
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 30 a 44 años,Mujeres,11
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 45 a 64 años,Ambos sexos,34
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 45 a 64 años,Hombres,12
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 45 a 64 años,Mujeres,22
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 65 a 84 años,Ambos sexos,25
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 65 a 84 años,Hombres,13
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 65 a 84 años,Mujeres,12
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 85 y más años,Ambos sexos,13
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 85 y más años,Hombres,3
2020-04-22,Sierra de Huelva-Andévalo Central,Sierra-Andévalo,Huelva,De 85 y más años,Mujeres,10
2020-04-22,Jaén (distrito),Jaén,Jaén,TOTAL,Ambos sexos,612
2020-04-22,Jaén (distrito),Jaén,Jaén,TOTAL,Hombres,288
2020-04-22,Jaén (distrito),Jaén,Jaén,TOTAL,Mujeres,324
2020-04-22,Jaén (distrito),Jaén,Jaén,De 0 a 14 años,Ambos sexos,1
2020-04-22,Jaén (distrito),Jaén,Jaén,De 0 a 14 años,Hombres,NA
2020-04-22,Jaén (distrito),Jaén,Jaén,De 0 a 14 años,Mujeres,1
2020-04-22,Jaén (distrito),Jaén,Jaén,De 15 a 29 años,Ambos sexos,37
2020-04-22,Jaén (distrito),Jaén,Jaén,De 15 a 29 años,Hombres,12
2020-04-22,Jaén (distrito),Jaén,Jaén,De 15 a 29 años,Mujeres,25
2020-04-22,Jaén (distrito),Jaén,Jaén,De 30 a 44 años,Ambos sexos,76
2020-04-22,Jaén (distrito),Jaén,Jaén,De 30 a 44 años,Hombres,32
2020-04-22,Jaén (distrito),Jaén,Jaén,De 30 a 44 años,Mujeres,44
2020-04-22,Jaén (distrito),Jaén,Jaén,De 45 a 64 años,Ambos sexos,283
2020-04-22,Jaén (distrito),Jaén,Jaén,De 45 a 64 años,Hombres,137
2020-04-22,Jaén (distrito),Jaén,Jaén,De 45 a 64 años,Mujeres,146
2020-04-22,Jaén (distrito),Jaén,Jaén,De 65 a 84 años,Ambos sexos,152
2020-04-22,Jaén (distrito),Jaén,Jaén,De 65 a 84 años,Hombres,84
2020-04-22,Jaén (distrito),Jaén,Jaén,De 65 a 84 años,Mujeres,68
2020-04-22,Jaén (distrito),Jaén,Jaén,De 85 y más años,Ambos sexos,63
2020-04-22,Jaén (distrito),Jaén,Jaén,De 85 y más años,Hombres,23
2020-04-22,Jaén (distrito),Jaén,Jaén,De 85 y más años,Mujeres,40
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,TOTAL,Ambos sexos,182
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,TOTAL,Hombres,88
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,TOTAL,Mujeres,94
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 15 a 29 años,Ambos sexos,14
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 15 a 29 años,Hombres,8
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 15 a 29 años,Mujeres,6
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 30 a 44 años,Ambos sexos,26
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 30 a 44 años,Hombres,12
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 30 a 44 años,Mujeres,14
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 45 a 64 años,Ambos sexos,65
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 45 a 64 años,Hombres,31
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 45 a 64 años,Mujeres,34
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 65 a 84 años,Ambos sexos,60
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 65 a 84 años,Hombres,33
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 65 a 84 años,Mujeres,27
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 85 y más años,Ambos sexos,17
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 85 y más años,Hombres,4
2020-04-22,Jaén Nordeste,Jaén Nordeste,Jaén,De 85 y más años,Mujeres,13
2020-04-22,Jaén Norte,Jaén Norte,Jaén,TOTAL,Ambos sexos,450
2020-04-22,Jaén Norte,Jaén Norte,Jaén,TOTAL,Hombres,208
2020-04-22,Jaén Norte,Jaén Norte,Jaén,TOTAL,Mujeres,242
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 15 a 29 años,Ambos sexos,23
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 15 a 29 años,Hombres,7
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 15 a 29 años,Mujeres,16
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 30 a 44 años,Ambos sexos,60
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 30 a 44 años,Hombres,28
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 30 a 44 años,Mujeres,32
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 45 a 64 años,Ambos sexos,169
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 45 a 64 años,Hombres,84
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 45 a 64 años,Mujeres,85
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 65 a 84 años,Ambos sexos,99
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 65 a 84 años,Hombres,52
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 65 a 84 años,Mujeres,47
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 85 y más años,Ambos sexos,99
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 85 y más años,Hombres,37
2020-04-22,Jaén Norte,Jaén Norte,Jaén,De 85 y más años,Mujeres,62
2020-04-22,Jaén Sur,Jaén Sur,Jaén,TOTAL,Ambos sexos,104
2020-04-22,Jaén Sur,Jaén Sur,Jaén,TOTAL,Hombres,53
2020-04-22,Jaén Sur,Jaén Sur,Jaén,TOTAL,Mujeres,51
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 0 a 14 años,Ambos sexos,1
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 0 a 14 años,Hombres,1
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 0 a 14 años,Mujeres,NA
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 15 a 29 años,Ambos sexos,2
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 15 a 29 años,Hombres,1
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 15 a 29 años,Mujeres,1
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 30 a 44 años,Ambos sexos,15
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 30 a 44 años,Hombres,6
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 30 a 44 años,Mujeres,9
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 45 a 64 años,Ambos sexos,41
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 45 a 64 años,Hombres,22
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 45 a 64 años,Mujeres,19
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 65 a 84 años,Ambos sexos,33
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 65 a 84 años,Hombres,17
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 65 a 84 años,Mujeres,16
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 85 y más años,Ambos sexos,12
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 85 y más años,Hombres,6
2020-04-22,Jaén Sur,Jaén Sur,Jaén,De 85 y más años,Mujeres,6
2020-04-22,Axarquia,Axarquía,Málaga,TOTAL,Ambos sexos,148
2020-04-22,Axarquia,Axarquía,Málaga,TOTAL,Hombres,82
2020-04-22,Axarquia,Axarquía,Málaga,TOTAL,Mujeres,66
2020-04-22,Axarquia,Axarquía,Málaga,De 0 a 14 años,Ambos sexos,1
2020-04-22,Axarquia,Axarquía,Málaga,De 0 a 14 años,Hombres,1
2020-04-22,Axarquia,Axarquía,Málaga,De 0 a 14 años,Mujeres,NA
2020-04-22,Axarquia,Axarquía,Málaga,De 15 a 29 años,Ambos sexos,7
2020-04-22,Axarquia,Axarquía,Málaga,De 15 a 29 años,Hombres,3
2020-04-22,Axarquia,Axarquía,Málaga,De 15 a 29 años,Mujeres,4
